A	Coef.FGRvsC	Coef.CasevsControl	t.FGRvsC	t.CasevsControl	p.value.FGRvsC	p.value.CasevsControl	p.value.adj.FGRvsC	p.value.adj.CasevsControl	F	F.p.value	Res.FGRvsC	Res.CasevsControl	Genes.probe	Genes.id	Genes.symbol
8.27	0.059	0.023	1.01	0.39	0.32303	0.69713	0.62184	0.919479	0.52	0.603	0	0	8053599	8053599	NA
8.01	0.048	-0.017	0.85	-0.29	0.40376	0.77374	0.676884	0.941677	0.7	0.50523	0	0	8053610	8053610	NA
10.33	-0.199	-0.158	-1.01	-0.8	0.32427	0.43279	0.62201	0.831117	0.56	0.57639	0	0	8053622	8053622	NA
6.31	-0.151	-0.166	-1.99	-2.19	0.05767	0.03769	0.371217	0.56516	2.94	0.07137	0	0	8053648	8053648	KRCC1
5.87	-0.043	0.157	-0.39	1.41	0.70122	0.17074	0.863401	0.712168	1.79	0.18741	0	0	8053662	8053662	NA
5.69	0.183	0.056	2.23	0.68	0.03477	0.50229	0.337113	0.855936	2.62	0.09283	0	0	8053666	8053666	NA
7.68	-0.079	0.004	-1.23	0.06	0.23118	0.9528	0.549115	0.988832	1.05	0.36312	0	0	8053668	8053668	EIF2AK3
6.3	0.284	0.486	0.92	1.57	0.36635	0.12803	0.650678	0.673255	1.25	0.30367	0	0	8053690	8053690	NA
6.65	0.159	0.145	1.69	1.54	0.10303	0.13545	0.421919	0.678341	1.75	0.19349	0	0	8053710	8053710	NA
8.32	0.131	0.242	0.84	1.55	0.40829	0.13326	0.680356	0.67568	1.21	0.31601	0	0	8053713	8053713	NA
8.44	0.121	-0.031	1.43	-0.37	0.16629	0.71669	0.490296	0.923402	1.79	0.18701	0	0	8053722	8053722	LOC654342
6.06	0.131	0.099	1.83	1.37	0.07947	0.18202	0.396672	0.717062	1.81	0.18425	0	0	8053725	8053725	NA
6.57	0.074	0.001	1.14	0.02	0.26555	0.9832	0.576141	0.99511	0.85	0.43993	0	0	8053728	8053728	NA
6.38	0.034	-0.045	0.54	-0.71	0.59656	0.48686	0.804094	0.848324	0.78	0.47099	0	0	8053731	8053731	NA
8.08	0.029	0.073	0.45	1.14	0.65875	0.26701	0.838227	0.760468	0.65	0.5286	0	0	8053733	8053733	KMT5A
5.73	0.015	0.033	0.1	0.21	0.9232	0.83652	0.971415	0.959164	0.02	0.97849	0	0	8053735	8053735	IGKC
6	-0.158	-0.21	-1.5	-1.98	0.14706	0.05841	0.469243	0.599499	2.13	0.13911	0	0	8053744	8053744	NA
5.92	0	0.024	0	0.26	0.998	0.79361	0.99962	0.946207	0.05	0.95412	0	0	8053753	8053753	LOC442028
6.85	-0.111	-0.129	-1.08	-1.26	0.28829	0.2182	0.592888	0.734006	0.93	0.40601	0	0	8053761	8053761	NA
7.36	-0.033	-0.063	-0.42	-0.8	0.68144	0.4284	0.851441	0.829959	0.32	0.72619	0	0	8053763	8053763	MRPS5
6.73	-0.126	-0.045	-0.74	-0.26	0.46383	0.79367	0.717365	0.946207	0.28	0.75486	0	0	8053775	8053775	ZNF514
5.15	0.001	-0.217	0.01	-1.54	0.99356	0.13606	0.998238	0.679421	1.59	0.22387	0	0	8053797	8053797	ANKRD36C
7.15	0.047	-0.285	0.2	-1.23	0.84006	0.2317	0.936808	0.742998	1.2	0.31909	0	0	8053801	8053801	NA
7.3	0.208	-0.08	1.14	-0.44	0.26548	0.66511	0.576141	0.909466	1.32	0.28367	0	0	8053834	8053834	NA
6.15	0.04	-0.218	0.54	-2.98	0.59231	0.00636	0.801701	0.407294	7.18	0.00341	0	0	8053840	8053840	NA
7.11	0.098	0.029	1.19	0.35	0.24617	0.72604	0.561416	0.927095	0.74	0.48581	0	0	8053842	8053842	GPAT2
6.73	-0.011	0.035	-0.19	0.6	0.85195	0.55081	0.941394	0.873403	0.34	0.71259	0	0	8053869	8053869	ADRA2B
6.26	0.096	0.045	1.29	0.6	0.20752	0.5539	0.531008	0.874401	0.84	0.4442	0	0	8053872	8053872	ASTL
6.84	0.101	0.12	1.46	1.72	0.15752	0.09687	0.480571	0.653894	1.72	0.19898	0	0	8053882	8053882	DUSP2
8.74	-0.036	-0.074	-0.38	-0.78	0.70648	0.44396	0.867003	0.832547	0.3	0.74164	0	0	8053890	8053890	STARD7
8.26	0.027	0.017	0.36	0.23	0.72168	0.81831	0.875243	0.95274	0.07	0.93566	0	0	8053901	8053901	TMEM127
9.66	-0.128	-0.017	-1.68	-0.23	0.10583	0.82211	0.425662	0.954042	1.66	0.21099	0	0	8053909	8053909	SNRNP200
6.66	0.141	0.095	2.21	1.49	0.03628	0.14761	0.339558	0.691925	2.55	0.09838	0	0	8053944	8053944	NEURL3
7.58	-0.046	-0.022	-0.53	-0.26	0.59737	0.79434	0.804148	0.946229	0.14	0.86737	0	0	8053949	8053949	KANSL3
7.47	0.061	0.184	0.57	1.71	0.57368	0.09955	0.789873	0.655261	1.52	0.23891	0	0	8053975	8053975	LMAN2L
6.24	0.073	0.024	0.89	0.29	0.38307	0.77225	0.662089	0.941318	0.41	0.66846	0	0	8053984	8053984	ANKRD23
7.34	0.118	0.136	1.97	2.27	0.05989	0.0318	0.373423	0.547546	3.05	0.06529	0	0	8053998	8053998	ANKRD39
7.91	-0.092	0.075	-0.56	0.46	0.57767	0.65073	0.792736	0.904872	0.52	0.59822	0	0	8054004	8054004	SEMA4C
6.09	0.096	0.003	1.65	0.05	0.11204	0.96204	0.432017	0.990431	1.76	0.19314	0	0	8054020	8054020	FAM178B
6.56	-0.08	-0.024	-1.28	-0.38	0.21054	0.70772	0.534098	0.92223	0.87	0.43055	0	0	8054045	8054045	NA
6.51	-0.062	-0.105	-0.34	-0.58	0.73659	0.56642	0.883448	0.877633	0.17	0.8443	0	0	8054054	8054054	NA
6.28	0.108	-0.145	0.71	-0.95	0.4841	0.35021	0.732222	0.802042	1.39	0.26728	0	0	8054064	8054064	ANKRD36B
7.07	0.026	0.023	0.33	0.3	0.74364	0.76588	0.886494	0.939665	0.07	0.93542	0	0	8054077	8054077	ACTR1B
5.57	0.11	0.077	1.72	1.21	0.09814	0.23763	0.416781	0.745859	1.56	0.23036	0	0	8054090	8054090	NA
8.62	-0.269	-0.057	-3.28	-0.69	0.00302	0.49415	0.265607	0.850842	5.98	0.00749	0	0	8054092	8054092	TMEM131
7.06	-0.091	0.018	-1.2	0.23	0.24319	0.81688	0.558771	0.951978	1.17	0.32516	0	0	8054131	8054131	COA5
7.65	-0.001	0.107	-0.01	0.89	0.99442	0.38107	0.998687	0.811546	0.53	0.59268	0	0	8054135	8054135	MGAT4A
7.19	0.042	0.172	0.54	2.23	0.59617	0.03521	0.804004	0.555087	2.7	0.08675	0	0	8054154	8054154	KIAA1211L
5.79	0.024	0.046	0.34	0.65	0.73456	0.52456	0.882466	0.863615	0.21	0.81321	0	0	8054192	8054192	MITD1
5.9	-0.182	-0.058	-1.85	-0.58	0.07644	0.56402	0.394504	0.876784	1.78	0.18864	0	0	8054217	8054217	TXNDC9
7.43	-0.071	-0.113	-0.76	-1.21	0.45689	0.23631	0.713414	0.745675	0.75	0.48232	0	0	8054227	8054227	REV1
6.87	-0.159	-0.209	-0.98	-1.29	0.33654	0.20976	0.630565	0.729525	0.9	0.41783	0	0	8054254	8054254	AFF3
6.41	-0.189	-0.448	-1.58	-3.76	0.12587	0.00091	0.448145	0.26055	7.12	0.00353	0	0	8054281	8054281	LONRF2
5.91	0.037	-0.032	0.47	-0.41	0.64125	0.68704	0.829935	0.917684	0.39	0.68295	0	0	8054295	8054295	NA
6.71	0.015	-0.063	0.23	-0.98	0.81626	0.33801	0.922937	0.796316	0.83	0.44949	0	0	8054297	8054297	CHST10
6.94	-0.19	-0.191	-1.92	-1.94	0.06557	0.06378	0.381748	0.607981	2.49	0.1032	0	0	8054308	8054308	TBC1D8
8.63	-0.039	-0.014	-0.68	-0.24	0.50404	0.81515	0.746052	0.951223	0.24	0.79092	0	0	8054329	8054329	RNF149
6.54	0.013	0.007	0.18	0.1	0.85742	0.91895	0.943928	0.979604	0.02	0.98358	0	0	8054338	8054338	CREG2
7.42	-0.214	-0.046	-1.1	-0.24	0.2835	0.8161	0.58983	0.951563	0.67	0.52272	0	0	8054354	8054354	NA
6.21	0.063	0.031	0.78	0.38	0.44317	0.70409	0.704808	0.921877	0.3	0.74088	0	0	8054356	8054356	MFSD9
7.47	-0.085	-0.05	-1.33	-0.78	0.1953	0.44436	0.517927	0.832678	0.89	0.42188	0	0	8054364	8054364	TGFBRAP1
7.87	-0.031	-0.001	-0.3	0	0.76939	0.99611	0.899838	0.998827	0.06	0.94416	0	0	8054377	8054377	FHL2
8.23	-0.133	-0.158	-1.01	-1.2	0.32113	0.24025	0.620574	0.747031	0.84	0.44522	0	0	8054395	8054395	UXS1
10.56	-0.146	-0.112	-0.92	-0.71	0.36758	0.48712	0.651057	0.848324	0.46	0.63562	0	0	8054414	8054414	NA
6.31	-0.221	-0.308	-2.04	-2.84	0.05177	0.00872	0.362643	0.452773	4.3	0.02475	0	0	8054437	8054437	NA
5.7	-0.036	0.012	-0.52	0.18	0.60506	0.85949	0.80945	0.966062	0.27	0.76811	0	0	8054439	8054439	ST6GAL2
7.87	0.036	0.044	0.47	0.57	0.64065	0.57102	0.829707	0.878147	0.19	0.83002	0	0	8054449	8054449	GCC2-AS1
5.99	0.109	-0.086	1.27	-1	0.21464	0.32665	0.538098	0.790464	2.6	0.09432	0	0	8054465	8054465	NA
7.66	-0.232	-0.217	-2.09	-1.95	0.04707	0.06212	0.357258	0.606631	2.73	0.08453	0	0	8054467	8054467	SEPT10
7.92	-0.033	0.099	-0.4	1.2	0.69313	0.23942	0.857508	0.746837	1.39	0.26636	0	0	8054477	8054477	NA
7.54	0.377	0.366	2.94	2.86	0.00688	0.00848	0.275137	0.447962	5.61	0.00966	0	0	8054479	8054479	MALL
5.87	-0.136	-0.118	-0.92	-0.8	0.36641	0.43242	0.650678	0.831095	0.5	0.61294	0	0	8054513	8054513	NA
7.13	-0.216	-0.271	-1.02	-1.28	0.31723	0.21209	0.616728	0.729525	0.92	0.41304	0	0	8054517	8054517	NA
10.01	-0.016	0.217	-0.11	1.5	0.91098	0.1464	0.965872	0.690914	1.62	0.21811	0	0	8054519	8054519	NA
10.48	-0.157	-0.143	-1.09	-0.99	0.28523	0.33062	0.591137	0.792422	0.73	0.49242	0	0	8054532	8054532	NA
10.37	-0.156	-0.143	-1.06	-0.97	0.29805	0.34022	0.600326	0.797659	0.69	0.50883	0	0	8054557	8054557	NA
5.88	0.026	-0.064	0.22	-0.55	0.82539	0.59046	0.927627	0.886091	0.31	0.7346	0	0	8054580	8054580	BUB1
7.6	0.124	-0.107	1.33	-1.15	0.19572	0.2607	0.518478	0.759101	3.08	0.06356	0	0	8054611	8054611	NA
7.62	-0.066	-0.09	-0.86	-1.18	0.39578	0.24841	0.671282	0.751139	0.75	0.48365	0	0	8054614	8054614	NA
6.39	-0.159	-0.143	-2.09	-1.88	0.04728	0.07186	0.357685	0.621206	2.64	0.0909	0	0	8054664	8054664	ZC3H8
10.52	-0.153	-0.136	-1.07	-0.95	0.29662	0.35326	0.599495	0.802557	0.68	0.5149	0	0	8054676	8054676	NA
5.51	0.164	0.096	1.81	1.06	0.08254	0.30019	0.398431	0.777286	1.65	0.21207	0	0	8054702	8054702	CKAP2L
5.7	0.24	0.067	2.18	0.61	0.0391	0.54883	0.346135	0.87299	2.52	0.10035	0	0	8054722	8054722	IL1B
6.73	0.115	0.084	1.71	1.25	0.09877	0.22294	0.417663	0.735829	1.57	0.22734	0	0	8054740	8054740	PAX8
6	-0.107	-0.014	-1.11	-0.15	0.27569	0.88316	0.584172	0.971544	0.73	0.49086	0	0	8054758	8054758	NA
7.55	-0.161	-0.02	-2.22	-0.28	0.03598	0.78288	0.339558	0.9435	2.91	0.07278	0	0	8054762	8054762	NA
5.64	0.144	0.092	2.14	1.36	0.04259	0.18505	0.350852	0.718351	2.34	0.11704	0	0	8054766	8054766	ACR
6.99	-0.335	-0.05	-2.97	-0.45	0.0064	0.65925	0.275137	0.908028	5.14	0.0134	0	0	8054769	8054769	NA
8.51	-0.261	-0.122	-2.75	-1.29	0.01082	0.20873	0.279493	0.729525	3.79	0.03636	0	0	8054771	8054771	SLC35F5
5.48	0.153	-0.064	1.65	-0.69	0.11123	0.49874	0.431318	0.853677	2.89	0.07437	0	0	8054790	8054790	NA
5.93	0.1	0.044	1.27	0.56	0.21623	0.57838	0.538188	0.881116	0.81	0.45704	0	0	8054796	8054796	NA
8.1	-0.092	0.004	-0.84	0.04	0.40869	0.97124	0.68045	0.992752	0.49	0.61721	0	0	8054804	8054804	CCDC93
7.08	0.192	0.043	2.61	0.59	0.01493	0.56221	0.28926	0.876784	3.76	0.03729	0	0	8054831	8054831	EN1
5.65	0.062	0.118	0.75	1.42	0.45974	0.1667	0.71432	0.708262	1.01	0.37678	0	0	8054846	8054846	SCTR
7.37	0.122	0.089	1.52	1.11	0.13975	0.27854	0.462927	0.7644	1.24	0.30591	0	0	8054862	8054862	TMEM185B
5.77	0.311	0.188	2.76	1.66	0.0106	0.10836	0.278498	0.663461	3.86	0.03435	0	0	8054866	8054866	LINC01101
6.5	0.063	0.062	0.48	0.47	0.63706	0.64534	0.827738	0.904256	0.15	0.86283	0	0	8054870	8054870	NA
7.91	-0.363	-0.315	-2.55	-2.22	0.01708	0.03599	0.297926	0.556885	3.85	0.03481	0	0	8054872	8054872	TFCP2L1
8.03	-0.114	-0.134	-1.17	-1.38	0.25214	0.18009	0.566664	0.717062	1.11	0.34649	0	0	8054888	8054888	CLASP1
7.27	-0.009	-0.142	-0.12	-1.96	0.90229	0.0611	0.961929	0.606155	2.41	0.11021	0	0	8054930	8054930	NIFK
6.2	-0.008	0.057	-0.08	0.62	0.93425	0.54386	0.976583	0.872361	0.29	0.74984	0	0	8054939	8054939	NA
7.59	0.144	0.012	1.66	0.13	0.11011	0.8944	0.430033	0.973718	1.69	0.20435	0	0	8054945	8054945	BIN1
7.39	0.011	-0.059	0.19	-1.05	0.85169	0.30548	0.941394	0.777329	0.88	0.42518	0	0	8054978	8054978	ERCC3
7.55	-0.17	-0.009	-2.4	-0.13	0.02398	0.89809	0.312965	0.974288	3.65	0.04051	0	0	8054997	8054997	MAP3K2
6.23	-0.173	-0.149	-1	-0.86	0.32615	0.3987	0.622722	0.817921	0.59	0.56355	0	0	8055016	8055016	NA
8.27	-0.221	-0.031	-2.86	-0.4	0.00847	0.69472	0.27753	0.919258	4.79	0.01729	0	0	8055021	8055021	IWS1
7.32	0.325	0.296	3.73	3.4	0.00096	0.00224	0.233985	0.310007	8.54	0.00147	0	0	8055038	8055038	LIMS2
7.8	-0.084	-0.026	-1.23	-0.38	0.23156	0.70362	0.549638	0.921775	0.79	0.46646	0	0	8055060	8055060	WDR33
6.57	0.011	-0.033	0.07	-0.23	0.94113	0.82293	0.978425	0.954329	0.05	0.95223	0	0	8055085	8055085	NA
6.85	-0.074	-0.084	-1.05	-1.19	0.30232	0.24447	0.602808	0.74856	0.85	0.43954	0	0	8055089	8055089	POLR2D
7.39	-0.098	-0.068	-1.12	-0.78	0.27158	0.44287	0.581183	0.832547	0.66	0.52391	0	0	8055096	8055096	AMMECR1L
8.37	-0.021	0.093	-0.32	1.38	0.75352	0.1801	0.891896	0.717062	1.63	0.21664	0	0	8055104	8055104	SAP130
7.46	0.065	0.127	0.86	1.66	0.39892	0.10898	0.673621	0.663461	1.38	0.26972	0	0	8055130	8055130	HS6ST1
5.91	-0.005	0.162	-0.03	0.9	0.97933	0.37773	0.993408	0.810789	0.55	0.58171	0	0	8055135	8055135	NA
6.28	0.101	-0.088	1.04	-0.9	0.3102	0.3771	0.610241	0.810789	1.87	0.17414	0	0	8055139	8055139	LINC01854
5.79	-0.072	-0.231	-0.48	-1.53	0.63564	0.13868	0.826925	0.681361	1.22	0.31115	0	0	8055143	8055143	FAR2P1
10.76	0.185	0.06	2.03	0.66	0.05334	0.51619	0.364855	0.860482	2.14	0.13868	0	0	8055151	8055151	NA
6.54	-0.032	-0.254	-0.11	-0.85	0.91521	0.40428	0.967743	0.820658	0.43	0.65738	0	0	8055153	8055153	NA
6.02	-0.109	-0.12	-0.89	-0.98	0.38441	0.33713	0.662926	0.795493	0.58	0.56545	0	0	8055171	8055171	NA
7.89	-0.054	0.026	-0.74	0.35	0.46805	0.72581	0.720036	0.927028	0.62	0.54598	0	0	8055183	8055183	SMPD4
5.71	0.034	-0.006	0.36	-0.07	0.72354	0.94717	0.876769	0.987129	0.1	0.90139	0	0	8055194	8055194	TUBA3E
7.07	-0.006	-0.034	-0.07	-0.4	0.94498	0.69561	0.98046	0.919466	0.09	0.91489	0	0	8055204	8055204	NA
7.2	0.162	0.081	1.5	0.75	0.14632	0.46062	0.467781	0.838621	1.12	0.34095	0	0	8055208	8055208	CCDC115
6.58	-0.067	-0.056	-0.37	-0.31	0.71158	0.7599	0.870344	0.937868	0.08	0.92351	0	0	8055214	8055214	NA
10.6	0.05	-0.027	0.52	-0.28	0.60762	0.77936	0.811653	0.943143	0.33	0.72067	0	0	8055220	8055220	NA
6.21	-0.083	-0.262	-0.33	-1.03	0.7457	0.31063	0.887882	0.780619	0.56	0.57859	0	0	8055222	8055222	NA
5.27	0.128	0.348	0.88	2.39	0.38895	0.0248	0.666376	0.52242	2.91	0.0726	0	0	8055236	8055236	NA
6.65	0.07	-0.047	1.15	-0.78	0.26229	0.4445	0.573855	0.832678	1.87	0.17446	0	0	8055239	8055239	NA
6.94	0.14	0.131	1.79	1.67	0.08565	0.10645	0.402157	0.660065	2.01	0.1555	0	0	8055247	8055247	NA
9.16	-0.077	0.121	-0.96	1.51	0.34578	0.14386	0.636468	0.688026	3.1	0.0626	0	0	8055249	8055249	FAM168B
8.88	-0.05	-0.029	-0.68	-0.4	0.50147	0.68951	0.743945	0.917876	0.24	0.79213	0	0	8055261	8055261	NA
6.65	0.056	0.168	0.75	2.26	0.45771	0.03291	0.713687	0.550416	2.64	0.09095	0	0	8055265	8055265	NA
6.71	0.063	0.021	0.85	0.28	0.40204	0.77812	0.675582	0.943115	0.38	0.69001	0	0	8055281	8055281	NOC2LP2
6.93	0	0.046	0	0.58	0.99954	0.56704	0.999903	0.877633	0.22	0.80084	0	0	8055284	8055284	NA
7.49	0.112	0.171	1.45	2.22	0.16019	0.03548	0.48412	0.555087	2.54	0.09854	0	0	8055287	8055287	MZT2A
8.13	-0.062	-0.122	-0.65	-1.28	0.51872	0.21118	0.755309	0.729525	0.82	0.45054	0	0	8055291	8055291	C2orf27B
5.47	0.074	0.173	0.74	1.73	0.46776	0.09598	0.719939	0.653269	1.51	0.24108	0	0	8055294	8055294	NA
9.85	0.058	0.033	0.89	0.5	0.38376	0.62423	0.66274	0.895607	0.39	0.67796	0	0	8055309	8055309	NA
6.38	0.114	0.033	1.26	0.36	0.22055	0.72015	0.541905	0.925089	0.84	0.44506	0	0	8055314	8055314	LYPD1
5.6	0.036	-0.077	0.46	-1	0.64932	0.32725	0.834046	0.790723	1.11	0.34413	0	0	8055323	8055323	NCKAP5
6.19	0.023	-0.008	0.31	-0.11	0.75662	0.91369	0.893389	0.979076	0.1	0.90853	0	0	8055348	8055348	NA
5.6	0.014	0.016	0.23	0.25	0.82302	0.80116	0.926107	0.946653	0.04	0.96192	0	0	8055350	8055350	TMEM163
7.14	0.141	0.141	2	1.99	0.05656	0.05707	0.370985	0.596065	2.66	0.08975	0	0	8055404	8055404	LOC107985946
5.5	0.114	0.058	1.42	0.73	0.16901	0.47455	0.493444	0.845309	1	0.38104	0	0	8055406	8055406	LCT
7.39	-0.186	-0.243	-1.13	-1.47	0.27115	0.15305	0.581008	0.698428	1.19	0.32196	0	0	8055426	8055426	MCM6
9.1	-0.132	-0.071	-1.55	-0.83	0.1342	0.41618	0.456919	0.826641	1.2	0.31805	0	0	8055445	8055445	DARS
7.45	-0.086	-0.275	-0.68	-2.17	0.50294	0.03973	0.745213	0.56772	2.46	0.10559	0	0	8055465	8055465	CXCR4
11.05	0.042	0.09	0.41	0.87	0.68869	0.39047	0.855141	0.815301	0.38	0.6861	0	0	8055476	8055476	YWHAE
6.32	0.194	0.087	2.21	0.99	0.03676	0.33356	0.34078	0.793414	2.44	0.10738	0	0	8055478	8055478	NXPH2
6.9	0.124	0.151	1.08	1.32	0.29116	0.19922	0.59534	0.727144	0.99	0.38696	0	0	8055486	8055486	NA
5.8	0.075	0.093	1.07	1.34	0.29274	0.19319	0.59647	0.723566	1	0.38073	0	0	8055494	8055494	NA
5.86	0.021	0.133	0.2	1.29	0.84324	0.20898	0.938266	0.729525	0.96	0.3953	0	0	8055596	8055596	NA
6.76	0.011	-0.189	0.12	-2.15	0.90271	0.04127	0.962098	0.573693	3.27	0.05457	0	0	8055606	8055606	GTDC1
8.58	-0.033	-0.282	-0.27	-2.35	0.78843	0.02716	0.911038	0.532045	3.29	0.05365	0	0	8055624	8055624	ZEB2
5.45	0.023	-0.096	0.17	-0.7	0.86716	0.49	0.947337	0.849174	0.43	0.65829	0	0	8055639	8055639	ZEB2
6.56	0.08	0.081	0.77	0.78	0.44846	0.44406	0.708619	0.832547	0.4	0.67504	0	0	8055641	8055641	NA
6.83	-0.17	-0.101	-2.24	-1.34	0.03406	0.19223	0.33623	0.723566	2.54	0.0986	0	0	8055645	8055645	ORC4
8.24	-0.31	-0.141	-2.29	-1.05	0.03038	0.30519	0.327034	0.777329	2.64	0.09112	0	0	8055672	8055672	MMADHC
7.82	-0.112	-0.123	-1	-1.1	0.32903	0.28329	0.62511	0.767431	0.73	0.48983	0	0	8055688	8055688	RND3
5.6	-0.003	-0.102	-0.04	-1.31	0.9664	0.20148	0.988431	0.728367	1.11	0.34488	0	0	8055697	8055697	RBM43
6.65	-0.143	-0.147	-1.33	-1.38	0.1938	0.18018	0.51748	0.717062	1.23	0.30979	0	0	8055702	8055702	NMI
6.61	-0.253	-0.276	-1.2	-1.3	0.24305	0.20386	0.558771	0.728844	1.05	0.36559	0	0	8055711	8055711	NEB
8.2	-0.129	-0.058	-1.53	-0.69	0.13741	0.49791	0.461486	0.853075	1.18	0.32333	0	0	8055862	8055862	ARL5A
5.59	0.088	-0.024	1.08	-0.3	0.28841	0.76737	0.592969	0.940029	1.06	0.36143	0	0	8055872	8055872	CACNB4
7.6	-0.157	-0.092	-1.78	-1.05	0.08775	0.30537	0.405006	0.777329	1.59	0.22286	0	0	8055890	8055890	STAM2
8.49	-0.19	-0.06	-2.4	-0.76	0.02395	0.45708	0.312965	0.83815	3.02	0.06677	0	0	8055913	8055913	PRPF40A
5.75	0.084	0.067	1.12	0.9	0.27387	0.3779	0.582577	0.810789	0.7	0.50508	0	0	8055941	8055941	RPRM
5.92	0.159	0.088	1.77	0.98	0.08868	0.33668	0.406345	0.795493	1.57	0.22696	0	0	8055952	8055952	NR4A2
5.53	0.053	0.083	0.7	1.11	0.48908	0.27681	0.735633	0.763889	0.63	0.53972	0	0	8055965	8055965	NA
6.84	0.028	-0.075	0.21	-0.56	0.83526	0.58027	0.934255	0.881348	0.32	0.73109	0	0	8055978	8055978	NA
5.5	0.144	0.002	1.03	0.01	0.31373	0.98872	0.61378	0.997231	0.69	0.50848	0	0	8055980	8055980	CYTIP
5.75	0.122	0.061	2	1	0.05655	0.32507	0.370985	0.789009	2	0.15665	0	0	8055992	8055992	ACVR1C
7.42	-0.11	-0.032	-1.4	-0.4	0.17246	0.68937	0.496938	0.917876	1.04	0.36645	0	0	8056005	8056005	ACVR1
8.96	0.092	0.09	0.99	0.96	0.33338	0.34516	0.628205	0.798829	0.63	0.53926	0	0	8056041	8056041	NA
6.36	-0.227	-0.157	-1.27	-0.88	0.21604	0.38839	0.538188	0.814571	0.84	0.44154	0	0	8056045	8056045	NA
6.55	-0.322	-0.183	-3.74	-2.12	0.00096	0.04383	0.233985	0.573693	7.03	0.00375	0	0	8056047	8056047	WDSUB1
8.31	-0.227	-0.102	-1.64	-0.74	0.11301	0.46654	0.433478	0.841967	1.35	0.27673	0	0	8056060	8056060	BAZ2B
7.69	0.058	-0.234	0.44	-1.78	0.66411	0.08736	0.841561	0.643512	2.76	0.0825	0	0	8056102	8056102	NA
5.68	0.017	0.018	0.11	0.12	0.91033	0.90493	0.96584	0.976776	0.01	0.99087	0	0	8056113	8056113	NA
7.45	-0.434	-0.392	-2.45	-2.21	0.02174	0.03648	0.307094	0.558313	3.64	0.04085	0	0	8056151	8056151	PLA2R1
6.6	-0.257	-0.081	-1	-0.32	0.32512	0.75344	0.622376	0.935669	0.53	0.5972	0	0	8056184	8056184	ITGB6
9.52	-0.229	0.061	-1.97	0.53	0.05953	0.60118	0.372864	0.888479	3.48	0.04631	0	0	8056201	8056201	RBMS1
9.2	-0.054	0.144	-0.52	1.38	0.60535	0.17864	0.809627	0.717062	1.94	0.16438	0	0	8056206	8056206	RBMS1
6.46	-0.057	0.161	-0.55	1.56	0.58853	0.13191	0.800007	0.675144	2.39	0.1125	0	0	8056215	8056215	NA
7.43	-0.027	0.058	-0.14	0.31	0.88792	0.75892	0.956421	0.937672	0.11	0.89882	0	0	8056217	8056217	NA
7.57	-0.121	-0.057	-1.35	-0.63	0.18992	0.53183	0.515211	0.867701	0.91	0.41597	0	0	8056220	8056220	NA
9.92	-0.415	-0.302	-1.97	-1.43	0.06014	0.16486	0.373423	0.707466	2.07	0.14715	0	0	8056222	8056222	DPP4
6.68	-0.053	-0.166	-0.28	-0.86	0.78525	0.39952	0.909408	0.818341	0.38	0.68583	0	0	8056257	8056257	FAP
6.56	0.065	0.152	0.36	0.85	0.71861	0.4045	0.873995	0.820658	0.36	0.69999	0	0	8056285	8056285	IFIH1
7	-0.246	-0.095	-2.73	-1.05	0.01142	0.30212	0.282143	0.777329	3.79	0.03646	0	0	8056323	8056323	FIGN
7.19	0.078	0.094	0.43	0.52	0.67127	0.60904	0.84586	0.890431	0.15	0.85851	0	0	8056327	8056327	GRB14
10.55	-0.166	0.01	-1.41	0.09	0.17099	0.93123	0.49576	0.982246	1.41	0.26254	0	0	8056343	8056343	COBLL1
6.65	-0.329	0.187	-2.18	1.24	0.03871	0.22671	0.346135	0.737464	6	0.0074	0	0	8056359	8056359	SNORA70F
5.69	-0.141	0.069	-0.9	0.44	0.37522	0.66169	0.656806	0.908738	0.94	0.40371	0	0	8056408	8056408	GALNT3
6.5	-0.097	-0.121	-0.83	-1.04	0.41295	0.30869	0.682977	0.77935	0.6	0.55381	0	0	8056426	8056426	TTC21B
6.42	0.05	-0.098	0.48	-0.94	0.63395	0.35803	0.826111	0.80289	1.04	0.36808	0	0	8056491	8056491	SCN9A
7.08	-0.203	-0.235	-0.89	-1.02	0.38302	0.31537	0.662089	0.78479	0.62	0.5466	0	0	8056518	8056518	SCN7A
6.52	0.141	-0.058	1.88	-0.78	0.0712	0.44513	0.388466	0.832678	3.74	0.03778	0	0	8056545	8056545	STK39
5.34	0.171	0.161	2.02	1.91	0.05444	0.06812	0.367926	0.620467	2.57	0.09632	0	0	8056568	8056568	NA
8.94	-0.571	-0.386	-2.68	-1.81	0.01285	0.08192	0.28618	0.634801	3.73	0.03796	0	0	8056611	8056611	LRP2
6.34	-0.176	-0.099	-1.98	-1.12	0.05817	0.27525	0.372143	0.763889	1.98	0.15906	0	0	8056693	8056693	FASTKD1
8.4	-0.17	-0.092	-1.85	-1	0.07618	0.32886	0.394119	0.79194	1.71	0.20062	0	0	8056716	8056716	METTL5
7.73	-0.107	-0.175	-0.76	-1.24	0.45573	0.22604	0.713063	0.736727	0.78	0.46805	0	0	8056728	8056728	NA
5.73	0.042	0.114	0.45	1.22	0.65535	0.23189	0.837004	0.742998	0.77	0.47469	0	0	8056730	8056730	LINC01124
