A	Coef	t	p.value	p.value.adj	F	F.p.value	CasevsControl	Genes.Symbol	Genes.ID	Genes.Probe	Genes.ENTREZID	Genes.GENENAME	Genes.ALIAS
12.09	-0.385	-2.09	0.04258	0.167474	4.35	0.04258	0	NA	125681	hCT2349809,hCT1950860.1,hCT29388.3,hCT2349811,hCT2349810,hCT1950859.1,hCT2349812,hCT2349808,hCT2349807	NA	NA	NA
7.73	-0.163	-0.92	0.36115	0.596082	0.85	0.36115	0	NA	218850	hCT2349813,hCT29391.3	NA	NA	NA
10.96	0.211	1.2	0.23475	0.4684	1.45	0.23475	0	FLJ39575	232363	hCT2349817,hCT2304960	NA	NA	NA
10.7	1.068	7.58	0	1e-06	57.42	0	1	ZDHHC21	191158	hCT2349819,hCT1642983.4	340481	zinc finger DHHC-type containing 21	9130404H11Rik, DHHC-21, DHHC21, DNZ1, HSPC097, ZDHHC21
8.1	-0.012	-0.05	0.96067	0.982636	0	0.96067	0	ZNF233	177926	hCT2349821,hCT2349822,hCT1646990.4	353355	zinc finger protein 233	ZNF233
7.77	0.095	0.27	0.79026	0.898609	0.07	0.79026	0	NA	218080	hCT2349822	NA	NA	NA
7.86	0.252	1.04	0.30393	0.541267	1.08	0.30393	0	NA	196154	hCT2349824	NA	NA	NA
8.56	0.647	2.9	0.00569	0.04552	8.43	0.00569	1	C9orf93	144551	hCT2349824,hCT2349825	NA	NA	NA
10.02	0.333	2.03	0.04821	0.180762	4.12	0.04821	0	C9orf93	180328	hCT2349825	NA	NA	NA
10.9	-0.333	-1.67	0.10148	0.286262	2.8	0.10148	0	C9orf23	112025	hCT2349827,hCT1786658.2	NA	NA	NA
16.8	-0.444	-2.44	0.01853	0.098027	5.97	0.01853	0	ATXN7L2	171339	hCT2349834	127002	ataxin 7 like 2	ATXN7L2
8.18	0.069	0.27	0.79001	0.898415	0.07	0.79001	0	CYB561D1	116367	hCT2349835,hCT2349833,hCT2349832	284613	cytochrome b561 family member D1	CYB561D1
8.93	0.824	2.89	0.00598	0.04693	8.32	0.00598	1	C6orf114	207236	hCT2349836,hCT2349838	NA	NA	NA
9.12	0.031	0.17	0.86331	0.9354	0.03	0.86331	0	TNT	713054	hCT2349839	NA	NA	NA
13.62	0.248	1.67	0.10122	0.285867	2.8	0.10122	0	YAF2	141383	hCT2349845,hCT2353291,hCT2353290,hCT2345213.1,hCT2279387.2,hCT2279386.2,hCT2349846	10138	YY1 associated factor 2	YAF2
11.43	0.348	2.07	0.04397	0.17071	4.29	0.04397	0	FLJ39647	224730	hCT2349848,hCT2290727.2	NA	NA	NA
8.32	-0.514	-1.89	0.0658	0.219104	3.56	0.0658	0	PKD1L3	224112	hCT2349851,hCT2349849	342372	polycystin 1 like 3, transient receptor potential channel interacting	PKD1L3
9.61	-0.265	-1.1	0.27544	0.512481	1.22	0.27544	0	MCART1	170863	hCT2349854,hCT2349853	NA	NA	NA
11.6	-0.65	-4.88	1e-05	0.000732	23.86	1e-05	-1	LOC283922,PDPR	181160	hCT2349856,hCT1958904.2,hCT2293787	NA	NA	NA
11.16	0.166	1.26	0.21256	0.441543	1.6	0.21256	0	NA	123229	hCT2349860.1	NA	NA	NA
9.08	0.451	2.01	0.05051	0.186063	4.04	0.05051	0	FLJ40342	136199	hCT2349863,hCT2349862,hCT1813471.1,hCT2343983.1	NA	NA	NA
9.71	0.638	2.21	0.03257	0.141183	4.86	0.03257	0	C9orf72	224619	hCT2349871,hCT1950954.2,hCT2301205,hCT19234.3	203228	chromosome 9 open reading frame 72	ALSFTD, DENNL72, FTDALS, FTDALS1, C9orf72
8.16	-0.163	-0.74	0.4631	0.681814	0.55	0.4631	0	MGC26989	218420	hCT2349877.1,hCT2353060,hCT2350937,hCT2349878.1,hCT2350936,hCT31184.2	NA	NA	NA
8.35	-0.123	-0.75	0.4548	0.675683	0.57	0.4548	0	NA	177096	hCT2349877.1,hCT2353060,hCT31184.2	NA	NA	NA
11.71	-0.208	-1.68	0.09985	0.283549	2.82	0.09985	0	LOC90522	194763	hCT2349879,hCT2353081,hCT1967687.1,hCT34141.3	NA	NA	NA
9.34	-1.591	-2.17	0.03566	0.149017	4.69	0.03566	0	NA	197093	hCT2349886	NA	NA	NA
7.81	-0.239	-1.23	0.22459	0.456907	1.52	0.22459	0	C15orf26	102789	hCT2349892,hCT1647408.4,hCT2349893	NA	NA	NA
9.15	-0.158	-0.75	0.45944	0.679157	0.56	0.45944	0	NA	10709387	hCT2349894,hCT2343934	NA	NA	NA
8.14	0.232	1.03	0.30675	0.544297	1.07	0.30675	0	CAPS2	212703	hCT2349897,hCT2347873.1,hCT2349896,hCT2349898,hCT2349895	84698	calcyphosine 2	UG0636c06, CAPS2
9.64	0.207	1.05	0.30041	0.537632	1.1	0.30041	0	LOC89894	193226	hCT2349905,hCT31415.4,hCT2349904,hCT1956216.2,hCT2349903,hCT2349901,hCT2349907,hCT2349906	NA	NA	NA
10.15	-0.057	-0.41	0.68594	0.840729	0.17	0.68594	0	MGC40368	193950	hCT2349911,hCT2349910,hCT1958539.2,hCT2349912	NA	NA	NA
7.98	0.305	1.73	0.09047	0.267101	2.99	0.09047	0	CPXCR1	112276	hCT2349916,hCT1961156,hCT2349915	53336	CPX chromosome region, candidate 1	CT77, CPXCR1
10.98	-0.306	-2.85	0.00652	0.049712	8.14	0.00652	-1	NA	128909	hCT2349925	NA	NA	NA
10.54	0.556	1.87	0.0681	0.223798	3.49	0.0681	0	SCYL2	147560	hCT2349936,hCT2344316.1,hCT2344317.1,hCT2358139,hCT2349933,hCT2349935,hCT2349934	55681	SCY1 like pseudokinase 2	CVAK104, SCYL2
9.67	0.564	1.47	0.1476	0.357027	2.17	0.1476	0	SCYL2	170196	hCT2349936,hCT2344316.1,hCT2344317.1,hCT2358139,hCT2349935,hCT2349934	55681	SCY1 like pseudokinase 2	CVAK104, SCYL2
8.56	-0.066	-0.27	0.78591	0.896917	0.07	0.78591	0	NA	224653	hCT2349937,hCT12894.4	NA	NA	NA
7.96	-0.087	-0.34	0.73432	0.867895	0.12	0.73432	0	CIT	109033	hCT2349944,hCT2349943,hCT18924.4	11113	citron rho-interacting serine/threonine kinase	CITK, CRIK, MCPH17, STK21, CIT
9.28	-0.161	-0.7	0.48789	0.70124	0.49	0.48789	0	FLJ32356	177242	hCT2349951,hCT31468.4	NA	NA	NA
7.53	-0.399	-1.35	0.18375	0.406653	1.82	0.18375	0	FLJ35843	187825	hCT2349954,hCT31472.3	NA	NA	NA
8.98	-0.701	-2.88	0.00603	0.047146	8.31	0.00603	-1	NA	221738	hCT2349958.1	NA	NA	NA
12.39	0.443	3.22	0.00241	0.02554	10.34	0.00241	1	NA	109989	hCT2349961,hCT2349963,hCT2349962	NA	NA	NA
8.25	0.074	0.36	0.72061	0.860272	0.13	0.72061	0	FAM9C	170784	hCT2349983,hCT10227.4,hCT2358266	171484	family with sequence similarity 9 member C	TEX39C, FAM9C
7.91	-0.157	-0.6	0.55027	0.749186	0.36	0.55027	0	NA	206315	hCT2349986,hCT2341186,hCT2341187.1,hCT2349985	NA	NA	NA
10.57	0.589	3.78	0.00046	0.008308	14.26	0.00046	1	NIP	206794	hCT2349986,hCT2341189,hCT2341186,hCT2341187.1,hCT2349985	NA	NA	NA
7.55	0.204	0.87	0.39139	0.622225	0.75	0.39139	0	ITLN1	207163	hCT2349988,hCT11937.4,hCT2349987	55600	intelectin 1	HL-1, HL1, INTL, ITLN, LFR, hIntL, omentin, ITLN1
8.72	-0.424	-2.63	0.01156	0.07226	6.93	0.01156	0	KLK3	217505	hCT2349989	354	kallikrein related peptidase 3	APS, KLK2A1, PSA, hK3, KLK3
8.15	-0.033	-0.17	0.869	0.938568	0.03	0.869	0	KLK3	160979	hCT2349989,hCT14028.4,hCT2349997,hCT2296246.1,hCT2296243.1,hCT2349991,hCT2349996,hCT2349990,hCT2349993,hCT1967887.2,hCT2296244.1	354	kallikrein related peptidase 3	APS, KLK2A1, PSA, hK3, KLK3
8.13	0.456	2.48	0.01705	0.092675	6.14	0.01705	0	REG4	106038	hCT2349999,hCT28851.3	83998	regenerating family member 4	GISP, REG-IV, RELP, REG4
16.27	0.436	2.28	0.0274	0.126619	5.2	0.0274	0	NA	111166	hCT2350003,hCT2350005,hCT2350009,hCT2350012,hCT2350014,hCT2350001	NA	NA	NA
14.69	0.054	0.2	0.84052	0.924779	0.04	0.84052	0	HLA-B	109385	hCT2350011,hCT2350016,hCT2350006,hCT2350008,hCT2350002	3106	major histocompatibility complex, class I, B	AS, B-4901, HLAB, HLA-B
7.58	-0.366	-2.3	0.02592	0.122234	5.31	0.02592	0	PCDHA8	194941	hCT2350034	56140	protocadherin alpha 8	PCDH-ALPHA8, PCDHA8
10.66	0.217	0.97	0.33762	0.574326	0.94	0.33762	0	PRKG1	151390	hCT2350054,hCT2350053	5592	protein kinase, cGMP-dependent, type I	AAT8, PKG, PRKG1B, PRKGR1B, cGK, cGK 1, cGK1, cGKI, cGKI-BETA, cGKI-alpha, PRKG1
11.17	-0.063	-0.51	0.61041	0.791292	0.26	0.61041	0	PPIL5	198067	hCT2350057,hCT1640170.4,hCT2354255,hCT2354254	NA	NA	NA
7.27	0.254	0.89	0.37578	0.608558	0.8	0.37578	0	OR51I2	147343	hCT2350074	390064	olfactory receptor family 51 subfamily I member 2	OR11-38, OR51I2
7.76	0.522	2.44	0.01863	0.098368	5.96	0.01863	0	NA	186768	hCT2350090	NA	NA	NA
8.6	0.271	1.24	0.22257	0.45473	1.53	0.22257	0	PACRG	147853	hCT2350093,hCT1950006.2,hCT2350092,hCT2350091	135138	parkin coregulated	GLUP, HAK005771, PARK2CRG, PACRG
10.21	-0.242	-1.46	0.15228	0.363796	2.12	0.15228	0	RRN3	230343	hCT2350101,hCT1825710.2,hCT2344902,hCT2350103,hCT1957706.1,hCT2350104	54700	RRN3 homolog, RNA polymerase I transcription factor	A-270G1.2, TIFIA, RRN3
15.56	0.205	1.9	0.06321	0.21375	3.63	0.06321	0	RBM8A	121824	hCT2350105,hCT13012.2,hCT2291097.1	9939	RNA binding motif protein 8A	BOV-1A, BOV-1B, BOV-1C, C1DELq21.1, DEL1q21.1, MDS014, RBM8, RBM8B, TAR, Y14, ZNRP, ZRNP1, RBM8A
10.68	-0.029	-0.14	0.88737	0.947751	0.02	0.88737	0	LAIR1	120574	hCT2350113,hCT2298229,hCT2298232,hCT2343985,hCT2298227,hCT2350114	3903	leukocyte associated immunoglobulin like receptor 1	CD305, LAIR-1, LAIR1
10.08	-0.152	-0.89	0.37599	0.608748	0.8	0.37599	0	NA	160859	hCT2350118	NA	NA	NA
14.06	-0.524	-4.53	4e-05	0.001651	20.54	4e-05	-1	NA	180507	hCT2350120	NA	NA	NA
7.39	0.109	0.58	0.56168	0.757263	0.34	0.56168	0	NA	189330	hCT2350121,hCT2344768.1	NA	NA	NA
9	0.012	0.05	0.95723	0.98135	0	0.95723	0	CXorf23	126130	hCT2350128,hCT2350129,hCT2358272	256643	chromosome X open reading frame 23	CXorf23
11.08	-0.714	-4.49	5e-05	0.001777	20.17	5e-05	-1	NA	104310	hCT2350129	NA	NA	NA
11.85	-0.467	-3.65	0.00067	0.010725	13.35	0.00067	-1	MGC21518	219737	hCT2350143,hCT2350142,hCT2290542	NA	NA	NA
13.88	0.322	2.41	0.02008	0.103257	5.81	0.02008	0	CDK7	210401	hCT2350161,hCT2265531	1022	cyclin dependent kinase 7	CAK, CAK1, CDKN7, HCAK, MO15, STK1, p39MO15, CDK7
14.07	-0.053	-0.3	0.764	0.885141	0.09	0.764	0	RHOC	199683	hCT2350163,hCT2278785.1,hCT2350165,hCT2278786,hCT2350164,hCT2350167,hCT2350166,hCT2278778.1	389	ras homolog family member C	ARH9, ARHC, H9, RHOH9, RHOC
8.44	-0.014	-0.07	0.94768	0.977201	0	0.94768	0	Ells1	131628	hCT2350182,hCT30388.3	NA	NA	NA
8.85	-0.242	-0.56	0.58076	0.770741	0.31	0.58076	0	HORMAD1	216437	hCT2350185,hCT2350183,hCT2280521,hCT30645.4,hCT2350186,hCT2350184	84072	HORMA domain containing 1	CT46, NOHMA, HORMAD1
11.84	0.041	0.21	0.83381	0.921496	0.04	0.83381	0	PTK9L	155153	hCT2350188,hCT2283652,hCT2360794,hCT2360795,hCT2350187	NA	NA	NA
8.27	-0.15	-0.48	0.63624	0.809069	0.23	0.63624	0	NA	115276	hCT2350195	NA	NA	NA
12.84	-0.173	-0.56	0.57907	0.769609	0.31	0.57907	0	GAS6	171974	hCT2350197	2621	growth arrest specific 6	AXLLG, AXSF, GAS6
8.36	-0.401	-1.76	0.08545	0.258289	3.09	0.08545	0	NA	143948	hCT2350198	NA	NA	NA
13.48	0.067	0.2	0.84238	0.92598	0.04	0.84238	0	NA	187852	hCT2350200	NA	NA	NA
7.47	-0.318	-1.29	0.20325	0.430989	1.67	0.20325	0	BZRAP1	147395	hCT2350201	NA	NA	NA
12.98	-0.274	-1.64	0.10859	0.29779	2.68	0.10859	0	NA	207965	hCT2350203	NA	NA	NA
10.39	-0.625	-2.52	0.01534	0.086408	6.35	0.01534	0	TRIM16	154844	hCT2350204	10626	tripartite motif containing 16	EBBP, TRIM16
11.38	0.256	1.8	0.07779	0.243146	3.26	0.07779	0	NA	153835	hCT2350205	NA	NA	NA
13.56	0.078	0.21	0.83617	0.922515	0.04	0.83617	0	HLA-DRB4	214264	hCT2350207	3126	major histocompatibility complex, class II, DR beta 4	DR4, DRB4, HLA-DR4B, HLA-DRB4
12.91	0.017	0.17	0.8661	0.936804	0.03	0.8661	0	DDX12,DDX11	205442	hCT2350208,hCT2350209	NA	NA	NA
14.11	0.154	1.12	0.26881	0.505273	1.25	0.26881	0	NA	212067	hCT2350210	NA	NA	NA
7.41	-0.035	-0.17	0.86802	0.938163	0.03	0.86802	0	T2R55	714676	hCT2350211	NA	NA	NA
14.1	0.164	1.25	0.21624	0.446466	1.57	0.21624	0	NA	174200	hCT2350213	NA	NA	NA
9.79	-0.389	-2.75	0.00853	0.059045	7.57	0.00853	0	ZDHHC11	166212	hCT2350214	79844	zinc finger DHHC-type containing 11	ZNF399, ZDHHC11
15.83	-0.142	-2.06	0.04532	0.173901	4.24	0.04532	0	PAIP1	188840	hCT2350217,hCT1790135.2,hCT2350215,hCT2350216	10605	poly(A) binding protein interacting protein 1	PAIP1
8.93	0.404	1.78	0.08206	0.251868	3.16	0.08206	0	NA	115207	hCT2350218,hCT2350219	NA	NA	NA
9.99	-0.223	-0.94	0.35453	0.589967	0.88	0.35453	0	NA	177103	hCT2350222	NA	NA	NA
8.39	0.411	2.13	0.03888	0.158141	4.53	0.03888	0	CTNNA3	183582	hCT2350223,hCT2344259.1,hCT2322049.1	29119	catenin alpha 3	ARVD13, VR22, CTNNA3
9.1	0.236	1.31	0.19738	0.424229	1.71	0.19738	0	NA	183488	hCT2350224,hCT2346779.1,hCT1959513.2	NA	NA	NA
7.92	0.264	1.13	0.26384	0.500361	1.28	0.26384	0	TAS2R46	327672	hCT2350230	259292	taste 2 receptor member 46	T2R46, T2R54, TAS2R46
8.66	0.141	0.57	0.56941	0.762951	0.33	0.56941	0	TAS2R44	700714	hCT2350232	NA	NA	NA
8.87	-0.274	-1.38	0.17413	0.393578	1.91	0.17413	0	TAS2R48	707408	hCT2350233	NA	NA	NA
8.04	-0.003	-0.01	0.98958	0.995856	0	0.98958	0	TAS2R49	10687190	hCT2350234	NA	NA	NA
9.36	-0.316	-1.47	0.14834	0.358152	2.16	0.14834	0	PRR4	167444	hCT2350238	11272	proline rich 4 (lacrimal)	LPRP, PROL4, PRR4
10.35	-0.335	-2.12	0.03925	0.158996	4.51	0.03925	0	HOXC6	154341	hCT2350242,hCT2311204.2	3223	homeobox C6	CP25, HHO.C8, HOX3, HOX3C, HOXC6
12.19	-0.2	-0.94	0.35379	0.589364	0.88	0.35379	0	HOXB2	167151	hCT2350246,hCT20516.3,hCT2350247	3212	homeobox B2	HOX2, HOX2H, Hox-2.8, K8, HOXB2
13.48	-0.447	-3.1	0.00336	0.031915	9.59	0.00336	-1	RBPMS	190614	hCT2350248.1,hCT2336511.2,hCT5814.3,hCT2351271,hCT2336505.1,hCT2336506.1,hCT2336509.1,hCT1951788.2	11030	RNA binding protein with multiple splicing	HERMES, RBPMS
7.92	0.122	0.57	0.57119	0.764352	0.33	0.57119	0	na,DDX11	217627	hCT2350253,hCT2350082,hCT2272063.1,hCT2289403.1,hCT2350255,hCT2289405.1,hCT2289411.1,hCT2350254,hCT2352416,hCT2272064.1,hCT2272066.1,hCT2350467,hCT2289407.1	NA	NA	NA
12.89	-0.099	-1.31	0.19832	0.425436	1.7	0.19832	0	DDX18	211972	hCT2350256,hCT2292692	8886	DEAD-box helicase 18	MrDb, DDX18
14.6	0.15	1.67	0.10157	0.286434	2.79	0.10157	0	DDX19L	119268	hCT2350262,hCT2350263,hCT2280809,hCT2350260,hCT2350261	NA	NA	NA
16.31	0.039	0.45	0.65664	0.822481	0.2	0.65664	0	SF3B2	206840	hCT2350267,hCT2350268,hCT2350269,hCT2350271,hCT14395.3,hCT2350274	10992	splicing factor 3b subunit 2	Cus1, SAP145, SF3B145, SF3b1, SF3b150, SF3B2
12.02	-0.103	-0.92	0.36445	0.598883	0.84	0.36445	0	DHX8	197684	hCT2350280,hCT19691.2	1659	DEAH-box helicase 8	DDX8, HRH1, PRP22, PRPF22, DHX8
13.71	-0.225	-1.5	0.1405	0.346899	2.25	0.1405	0	PRPF8	156950	hCT2350282,hCT19870.3	10594	pre-mRNA processing factor 8	HPRP8, PRP8, PRPC8, RP13, SNRNP220, PRPF8
12.4	-0.195	-1.7	0.09625	0.277729	2.89	0.09625	0	DDX26	101397	hCT2350286,hCT2350287,hCT20283.2,hCT2350288,hCT2350290,hCT2315827,hCT2350289,hCT2350291	NA	NA	NA
15.3	0.314	3.16	0.0028	0.028207	10	0.0028	1	DHX15	138631	hCT2350293,hCT2350294,hCT30900.2,hCT2350295,hCT2350483,hCT2350296,hCT2350484	1665	DEAH-box helicase 15	DBP1, DDX15, HRH2, PRP43, PRPF43, PrPp43p, DHX15
8.02	-0.283	-1.4	0.16955	0.387586	1.95	0.16955	0	DDX53	358586	hCT2350303	168400	DEAD-box helicase 53	CAGE, CT26, DDX53
16.04	0.318	1.19	0.24045	0.474961	1.42	0.24045	0	NA	204083	hCT2350304	NA	NA	NA
12.29	0.356	1.58	0.12026	0.31666	2.51	0.12026	0	NA	200916	hCT2350305	NA	NA	NA
15.63	-0.307	-1.76	0.08568	0.258556	3.09	0.08568	0	NA	230454	hCT2350307	NA	NA	NA
10.29	0.784	3.8	0.00043	0.007917	14.43	0.00043	1	NA	233771	hCT2350308	NA	NA	NA
18.85	0.092	1.02	0.31542	0.552495	1.03	0.31542	0	NA	235551	hCT2350309	NA	NA	NA
14.84	-0.638	-1.98	0.05372	0.19346	3.92	0.05372	0	NA	235139	hCT2350310	NA	NA	NA
15.05	0.128	1.2	0.23694	0.470994	1.44	0.23694	0	NA	235661	hCT2350314	NA	NA	NA
17.19	0.19	1.89	0.06531	0.218182	3.57	0.06531	0	NA	130030	hCT2350317	NA	NA	NA
15.35	0.013	0.07	0.94404	0.975733	0	0.94404	0	NA	234851	hCT2350318	NA	NA	NA
15.62	0.224	1.95	0.05759	0.202078	3.8	0.05759	0	NA	699542	hCT2350319	NA	NA	NA
11.6	-0.326	-1.56	0.12604	0.324931	2.43	0.12604	0	ARHGAP21	101173	hCT2350323.1,hCT15547.4	57584	Rho GTPase activating protein 21	ARHGAP10, ARHGAP21
10.32	0.164	0.37	0.71082	0.854854	0.14	0.71082	0	NA	202690	hCT2350324	NA	NA	NA
9.57	0.278	1.06	0.29468	0.531677	1.12	0.29468	0	SEC22L1	127233	hCT2350326	NA	NA	NA
7.48	-0.026	-0.13	0.90098	0.95453	0.02	0.90098	0	CD8B1	161967	hCT2350327,hCT2350202	NA	NA	NA
10.79	0	0	0.99862	0.999152	0	0.99862	0	NA	143173	hCT2350349	NA	NA	NA
7.31	-0.19	-0.92	0.36237	0.597317	0.85	0.36237	0	DGKB	220934	hCT2350352	1607	diacylglycerol kinase beta	DAGK2, DGK, DGK-BETA, DGKB
9.04	-0.301	-1.11	0.27128	0.50768	1.24	0.27128	0	KRTHB1,KRTHB6	119301	hCT2350354,hCT2279323	NA	NA	NA
7.14	-0.117	-0.6	0.5516	0.750373	0.36	0.5516	0	SLC26A8	125855	hCT2350356,hCT2284991.2,hCT2350355,hCT2358877	116369	solute carrier family 26 member 8	SPGF3, TAT1, SLC26A8
8.55	0.261	1.04	0.30452	0.541895	1.08	0.30452	0	ZNF305	194526	hCT2350374,hCT2282041.1	NA	NA	NA
17.05	0.2	2.14	0.03777	0.154767	4.58	0.03777	0	NA	231123	hCT2350375	NA	NA	NA
12.14	0.813	2.02	0.0494	0.183568	4.08	0.0494	0	NA	229459	hCT2350376	NA	NA	NA
13.54	0.191	1.84	0.07217	0.232154	3.39	0.07217	0	NA	109347	hCT2350377	NA	NA	NA
14.93	-0.183	-1.56	0.12471	0.32315	2.45	0.12471	0	NA	204266	hCT2350378	NA	NA	NA
17.2	0.47	5.22	0	0.000347	27.2	0	1	NA	236226	hCT2350379	NA	NA	NA
16.24	-0.034	-0.19	0.84977	0.929949	0.04	0.84977	0	NA	135209	hCT2350380	NA	NA	NA
9.64	-0.462	-0.95	0.34813	0.583756	0.9	0.34813	0	NA	232774	hCT2350381	NA	NA	NA
15.53	-0.168	-1.62	0.11274	0.304246	2.62	0.11274	0	NA	168272	hCT2350383	NA	NA	NA
18.88	-0.069	-0.7	0.48473	0.699096	0.5	0.48473	0	NA	127797	hCT2350384	NA	NA	NA
17.26	-0.219	-1.71	0.09485	0.275169	2.91	0.09485	0	NA	156334	hCT2350385	NA	NA	NA
15.68	0.614	3.01	0.00428	0.037619	9.06	0.00428	1	NA	235617	hCT2350386	NA	NA	NA
14.73	-0.109	-1.12	0.26679	0.503224	1.26	0.26679	0	NA	107104	hCT2350387	NA	NA	NA
15.79	0.446	5.45	0	0.000205	29.67	0	1	NA	234701	hCT2350388	NA	NA	NA
14.91	0.231	2.89	0.00596	0.046832	8.33	0.00596	1	NA	231161	hCT2350389	NA	NA	NA
13.73	0.003	0.03	0.97285	0.988115	0	0.97285	0	NA	111815	hCT2350390	NA	NA	NA
11.67	-0.133	-1.61	0.11341	0.305545	2.61	0.11341	0	NA	683679	hCT2350391	NA	NA	NA
11.01	-0.438	-2.32	0.02481	0.118769	5.39	0.02481	0	NA	229058	hCT2350392	NA	NA	NA
17.15	-0.051	-0.39	0.69923	0.848449	0.15	0.69923	0	NA	236627	hCT2350393	NA	NA	NA
10.33	-0.009	-0.05	0.96136	0.983044	0	0.96136	0	NA	230173	hCT2350394	NA	NA	NA
19.38	0.058	0.44	0.65896	0.823964	0.2	0.65896	0	NA	705174	hCT2350395	NA	NA	NA
15.35	-0.114	-0.99	0.32794	0.564943	0.98	0.32794	0	NA	202943	hCT2350396	NA	NA	NA
10.95	0.173	0.92	0.36008	0.595233	0.85	0.36008	0	NA	234351	hCT2350397	NA	NA	NA
10.83	-1.081	-3.55	0.00093	0.013496	12.57	0.00093	-1	NA	546656	hCT2350400	NA	NA	NA
15.25	-0.066	-0.84	0.40486	0.633515	0.71	0.40486	0	NA	177865	hCT2350401	NA	NA	NA
17.08	0.01	0.09	0.9277	0.967862	0.01	0.9277	0	NA	190731	hCT2350403	NA	NA	NA
10.3	0.325	1.26	0.21422	0.443713	1.59	0.21422	0	NA	235217	hCT2350404	NA	NA	NA
16.93	0.252	3.13	0.00304	0.029879	9.81	0.00304	1	NA	188451	hCT2350406	NA	NA	NA
17.16	-0.255	-2.66	0.01076	0.068693	7.08	0.01076	0	NA	129431	hCT2350407	NA	NA	NA
16.44	-0.05	-0.31	0.75578	0.880243	0.1	0.75578	0	NA	158574	hCT2350408	NA	NA	NA
17.48	-0.193	-2.3	0.02638	0.123593	5.27	0.02638	0	NA	100894	hCT2350409	NA	NA	NA
15.11	0.07	0.93	0.35928	0.594404	0.86	0.35928	0	NA	193892	hCT2350410	NA	NA	NA
7.92	0.214	1.58	0.12194	0.318828	2.48	0.12194	0	NA	234258	hCT2350412	NA	NA	NA
14.51	0.28	1.39	0.1719	0.390367	1.93	0.1719	0	NA	229888	hCT2350414	NA	NA	NA
10.6	-0.319	-1.37	0.17891	0.399832	1.86	0.17891	0	NA	460762	hCT2350416	NA	NA	NA
11.05	-0.281	-1.6	0.11762	0.312253	2.55	0.11762	0	NA	236225	hCT2350417	NA	NA	NA
8.11	-0.139	-0.61	0.5453	0.745217	0.37	0.5453	0	NA	110698	hCT2350418	NA	NA	NA
16.74	0.089	0.99	0.32848	0.565641	0.98	0.32848	0	NA	138755	hCT2350419	NA	NA	NA
14.88	0.393	2.54	0.01475	0.084333	6.43	0.01475	0	NA	100901	hCT2350420	NA	NA	NA
18.53	0.336	3.44	0.00127	0.01664	11.82	0.00127	1	NA	208626	hCT2350421	NA	NA	NA
13.36	-0.1	-0.71	0.48414	0.698711	0.5	0.48414	0	NA	129584	hCT2350422	NA	NA	NA
17.39	0.365	3.25	0.00217	0.023937	10.57	0.00217	1	NA	505240	hCT2350423	NA	NA	NA
17.29	-0.107	-1.23	0.22423	0.456463	1.52	0.22423	0	NA	231084	hCT2350424.1	NA	NA	NA
8.9	-0.125	-0.64	0.52347	0.729857	0.41	0.52347	0	NA	234294	hCT2350425	NA	NA	NA
17.06	-0.236	-1.51	0.13907	0.344718	2.27	0.13907	0	NA	186352	hCT2350427	NA	NA	NA
15.5	-0.14	-1.76	0.08554	0.2584	3.09	0.08554	0	NA	508237	hCT2350428	NA	NA	NA
9.92	-0.461	-1.5	0.14049	0.346899	2.25	0.14049	0	NA	229915	hCT2350429	NA	NA	NA
19.26	0.265	2.5	0.01602	0.088925	6.26	0.01602	0	NA	208853	hCT2350430	NA	NA	NA
12.83	0.208	1.53	0.13405	0.3372	2.33	0.13405	0	NA	229228	hCT2350431	NA	NA	NA
14.6	0.136	1.24	0.22287	0.454979	1.53	0.22287	0	NA	231711	hCT2350432	NA	NA	NA
13.36	-0.109	-0.77	0.44352	0.666865	0.6	0.44352	0	NA	231192	hCT2350433	NA	NA	NA
18.08	-0.137	-0.89	0.37757	0.610264	0.79	0.37757	0	NA	200578	hCT2350434	NA	NA	NA
16.8	0.069	0.49	0.62798	0.803808	0.24	0.62798	0	FTLL1	133972	hCT2350435	NA	NA	NA
7.88	-0.039	-0.22	0.82853	0.918662	0.05	0.82853	0	NA	228648	hCT2350436	NA	NA	NA
14.65	-0.069	-0.47	0.64305	0.81352	0.22	0.64305	0	NA	135002	hCT2350437	NA	NA	NA
10.2	-0.268	-1.47	0.14959	0.359505	2.15	0.14959	0	NA	237000	hCT2350439	NA	NA	NA
9.98	0.398	1.31	0.19646	0.423141	1.72	0.19646	0	NA	236158	hCT2350440	NA	NA	NA
18.04	-0.266	-1.99	0.05219	0.190043	3.98	0.05219	0	NA	206078	hCT2350441	NA	NA	NA
14.38	-0.135	-0.87	0.38931	0.620881	0.76	0.38931	0	NA	174829	hCT2350444	NA	NA	NA
18.55	-0.362	-3.58	0.00082	0.012459	12.85	0.00082	-1	NA	167373	hCT2350447	NA	NA	NA
13.48	0.313	2.43	0.01925	0.100492	5.89	0.01925	0	NA	234431	hCT2350448	NA	NA	NA
14.13	0.079	0.53	0.59539	0.781519	0.29	0.59539	0	NA	163450	hCT2350450	NA	NA	NA
16.04	-0.105	-0.63	0.53075	0.734993	0.4	0.53075	0	NA	101755	hCT2350452.1	NA	NA	NA
