A	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	p.value.BasalvsLP	p.value.BasalvsML	p.value.LPvsML	p.value.adj.BasalvsLP	p.value.adj.BasalvsML	p.value.adj.LPvsML	Res.BasalvsLP	Res.BasalvsML	Res.LPvsML	Genes.ENTREZID	Genes.SYMBOL
6.21	0.326	-0.33	-0.656	0	0	0	0.99973	0.99973	0.99191	1	1	1	0	0	0	17000	Ltbr
5.56	-2.749	-4.816	-2.068	-8.47	-18.52	-6.1	1e-05	0	0.00015	0.000202	5e-06	0.018144	-1	-1	-1	20276	Scnn1a
7.42	1.11	0.615	-0.495	0.94	0	0	0.18756	0.99419	0.99922	0.612445	1	1	0	0	0	21937	Tnfrsf1a
5.4	0.517	-0.425	-0.942	0	0	0	0.99483	0.99821	0.66046	1	1	1	0	0	0	213522	Plekhg6
9.54	-0.053	-0.753	-0.699	0	0	0	0.99998	0.95281	0.98206	1	1	1	0	0	0	12527	Cd9
5.14	0.135	-2.084	-2.219	0	-2.91	-3.33	0.97985	0.00991	0.00526	1	0.043654	0.114688	0	-1	0	22371	Vwf
-1.63	4.401	4.399	-0.002	3.72	3.96	0	0.00314	0.00224	0.99904	0.016422	0.011603	1	1	1	0	18205	Ntf3
-2.48	5.94	7.052	1.112	7.98	9.77	0.16	2e-05	1e-05	0.44712	0.000293	9.1e-05	1	1	1	0	16494	Kcna6
6.04	0.189	-0.16	-0.348	0	0	0	0.99989	0.99992	0.99969	1	1	1	0	0	0	66108	Ndufa9
0.65	2.74	2.376	-0.364	4.68	3.99	0	8e-04	0.00202	0.93191	0.005054	0.010632	1	1	1	0	19362	Rad51ap1
2.7	-0.266	-0.26	0.006	0	0	0	0.97949	0.9815	0.99972	1	1	1	0	0	0	28040	D6Wsu163e
1.75	1.93	0.244	-1.686	2.4	0	-1.82	0.02185	0.97798	0.05363	0.09235	1	0.606711	0	0	0	319801	Tigar
-0.12	5.671	5.826	0.155	6.61	7.03	0	9e-05	6e-05	0.93262	0.000835	0.000544	1	1	1	0	100861633	NA
3.7	5.981	5.909	-0.072	7.51	7.85	0	4e-05	3e-05	0.9712	0.000407	0.000296	1	1	1	0	12444	Ccnd2
2.49	0.337	-0.356	-0.692	0	0	0	0.9979	0.99829	0.95455	1	1	1	0	0	0	101187	Parp11
6.75	0.903	-1.362	-2.265	0	-1.68	-6.26	0.6695	0.06576	0.00012	1	0.237496	0.017425	0	0	-1	109246	Tspan9
-0.23	1.229	0.288	-0.941	0.7	0	0	0.25262	0.97955	0.57072	0.787844	1	1	0	0	0	330427	9330102E08Rik
2.45	-3.518	-2.756	0.762	-10.75	-7.42	0	0	4e-05	0.88614	6e-05	0.000382	1	-1	-1	0	21679	Tead4
4.55	2.17	1.492	-0.678	8.52	3.79	0	1e-05	0.00267	0.97831	0.000195	0.013552	1	1	1	0	22158	Tulp3
3.82	0.624	0.22	-0.404	0	0	0	0.98694	0.99983	0.99892	1	1	1	0	0	0	72440	Rhno1
4.04	1.909	2.174	0.265	3.86	5	0	0.00243	0.00054	0.99242	0.013167	0.003333	1	1	1	0	14235	Foxm1
1.83	0.73	1.188	0.458	0	0.77	0	0.85167	0.23095	0.96941	1	0.719622	1	0	0	0	60345	Nrip2
4.39	-0.782	-0.523	0.259	0	0	0	0.92186	0.99548	0.99976	1	1	1	0	0	0	101142	Itfg2
7.55	0.937	0.703	-0.234	0	0	0	0.65405	0.95571	0.99973	1	1	1	0	0	0	14228	Fkbp4
2.04	0.451	0.341	-0.11	0	0	0	0.99176	0.9972	0.99958	1	1	1	0	0	0	791299	Gm10069
3.94	0.228	1.47	1.242	0	2.59	1.36	0.99904	0.01624	0.10511	1	0.067651	0.957482	0	0	0	408064	BC064078
4.49	-0.28	0.306	0.586	0	0	0	0.99757	0.99685	0.97394	1	1	1	0	0	0	93694	Clec2d
1.06	-0.72	-0.003	0.718	0	0	0	0.84404	0.99992	0.85067	1	1	1	0	0	0	76432	2310001H17Rik
-0.39	1.087	-0.455	-1.542	0.13	0	-0.89	0.45445	0.83647	0.20196	1	1	1	0	0	0	108078	Olr1
6	0.3	0.323	0.023	0	0	0	0.99597	0.99524	0.9999	1	1	1	0	0	0	57436	Gabarapl1
2.13	0.579	0.43	-0.149	0	0	0	0.94112	0.98074	0.99704	1	1	1	0	0	0	66441	Magohb
7.59	0.537	0.496	-0.041	0	0	0	0.99821	0.99887	1	1	1	1	0	0	0	56449	Ybx3
5.66	-0.591	-0.087	0.504	0	0	0	0.99336	0.99996	0.99821	1	1	1	0	0	0	381820	Smim10l1
0	-0.171	0.036	0.206	0	0	0	0.99567	0.99927	0.99461	1	1	1	0	0	0	100502708	NA
7.86	-0.985	-0.781	0.204	0	0	0	0.54189	0.92388	0.99987	1	1	1	0	0	0	14011	Etv6
3.7	-5.174	-6.393	-1.219	-14.54	-18.89	-1.28	0	0	0.11851	1.5e-05	5e-06	1	-1	-1	0	66813	Bcl2l14
7.48	0.066	0.171	0.105	0	0	0	0.99998	0.99992	0.99998	1	1	1	0	0	0	16974	Lrp6
4.63	-3.968	-3.979	-0.012	-16.91	-17.01	0	0	0	0.99999	9e-06	7e-06	1	-1	-1	0	67729	Mansc1
2.84	-1.884	-1.165	0.719	-3.93	-0.72	0	0.0022	0.2451	0.89761	0.01208	0.757726	1	-1	0	0	67774	Borcs5
7.58	-2.368	-2.444	-0.076	-6.2	-6.51	0	0.00013	1e-04	0.9993	0.001107	0.000782	1	-1	-1	0	70686	Dusp16
3.93	-2.626	-3.149	-0.524	-6.74	-9.05	0	8e-05	1e-05	0.9797	0.000703	0.000128	1	-1	-1	0	232430	Crebl2
1.99	0.28	0.359	0.079	0	0	0	0.99734	0.99561	0.99961	1	1	1	0	0	0	14760	Gpr19
5.64	-0.353	-0.417	-0.064	0	0	0	0.99647	0.99414	0.99985	1	1	1	0	0	0	12576	Cdkn1b
0.39	2.417	2.186	-0.23	5.56	4.96	0	0.00027	0.00056	0.9901	0.002023	0.003482	1	1	1	0	381822	Lockd
2.54	2.529	1.667	-0.862	2.43	1.14	0	0.02081	0.14446	0.59267	0.088432	0.47709	1	0	0	0	381823	Apold1
5.81	0.056	0.073	0.017	0	0	0	0.99999	0.99999	1	1	1	1	0	0	0	67755	Ddx47
6.19	-1.456	-1.065	0.392	-2.24	-0.32	0	0.02801	0.37991	0.99363	0.115421	1	1	0	0	0	232431	Gprc5a
3.9	-2.034	-0.888	1.145	-4.49	0	0.68	0.00103	0.67436	0.25698	0.006236	1	1	-1	0	0	15199	Hebp1
5.14	-3.444	-2.521	0.923	-10.89	-6.76	0	0	7e-05	0.64868	5.6e-05	0.000634	1	-1	-1	0	74525	Fam234b
9.32	-1.56	-2.557	-0.997	-1.6	-4.33	0	0.07464	0.00128	0.50364	0.273977	0.007117	1	0	-1	0	13730	Emp1
1.77	0.062	-0.009	-0.071	0	0	0	0.99857	0.99982	0.99853	1	1	1	0	0	0	668137	Gm8994
5.74	0.02	-0.087	-0.106	0	0	0	0.99972	0.99876	0.99887	1	1	1	0	0	0	54343	Atf7ip
0.72	4.202	3.154	-1.048	11.49	8.95	-0.16	0	1e-05	0.43738	4.4e-05	0.000136	1	1	1	0	66857	Plbd1
5.27	-0.807	-1.373	-0.565	0	-3.33	0	0.93684	0.00524	0.99836	1	0.024611	1	0	-1	0	232440	H2afj
6.49	0.092	-0.153	-0.244	0	0	0	0.99998	0.99996	0.99994	1	1	1	0	0	0	60321	Wbp11
0.49	5.453	6.302	0.85	9.61	11.07	0	1e-05	0	0.61035	0.000109	4.6e-05	1	1	1	0	109978	Art4
4.5	3.474	3.569	0.094	12.06	12.77	0	0	0	0.99915	3.5e-05	2.3e-05	1	1	1	0	17313	Mgp
1.68	3.702	3.815	0.113	8.1	8.73	0	2e-05	1e-05	0.98719	0.000258	0.000156	1	1	1	0	11857	Arhgdib
2.49	-0.852	-0.521	0.33	0	0	0	0.68717	0.92829	0.97904	1	1	1	0	0	0	232441	Rerg
6.24	2.731	0.49	-2.242	6.1	0	-4.69	0.00015	0.95254	0.00079	0.001224	1	0.038143	1	0	-1	13860	Eps8
7.49	0.616	0.597	-0.019	0	0	0	0.98455	0.98724	0.99999	1	1	1	0	0	0	20901	Strap
3.96	-0.306	-0.337	-0.031	0	0	0	0.99613	0.99546	0.99986	1	1	1	0	0	0	232449	Dera
-1.64	-5.57	-4.093	1.478	-7.72	-5.08	1.13	3e-05	5e-04	0.14591	0.000345	0.003129	1	-1	-1	0	277898	Slc15a5
7.67	-2.887	-1.258	1.628	-8.7	-1.21	3.1	1e-05	0.13006	0.00743	0.000175	0.435642	0.147929	-1	0	0	56615	Mgst1
2.05	-5.617	-7.136	-1.519	-9.92	-13.28	-2.2	0	0	0.02981	9.2e-05	2.1e-05	0.400207	-1	-1	0	18705	Pik3c2g
5.79	-0.161	0.062	0.223	0	0	0	0.99996	0.99999	0.99995	1	1	1	0	0	0	109135	Plekha5
6.98	1.214	1.708	0.494	0.85	2.82	0	0.20917	0.01127	0.9714	0.671233	0.048891	1	0	1	0	11569	Aebp2
1.13	2.772	4.015	1.243	3.25	5.21	0.39	0.00597	0.00043	0.35799	0.028898	0.002746	1	1	1	0	54611	Pde3a
-2.14	-5.646	-7.988	-2.342	-11.07	-17.5	-4.65	0	0	0.00083	5.4e-05	7e-06	0.039129	-1	-1	-1	28254	Slco1a6
2.7	-6.835	-5.262	1.573	-10.62	-7.71	1.91	0	3e-05	0.0461	6.8e-05	0.000321	0.547819	-1	-1	0	108096	Slco1a5
3.7	-1.282	-1.16	0.123	-1.83	-1.04	0	0.05241	0.16352	0.9999	0.20014	0.531871	1	0	0	0	232491	Pyroxd1
3.46	-0.075	-0.409	-0.334	0	0	0	0.99995	0.99885	0.99949	1	1	1	0	0	0	19691	Recql
5.35	0.064	0.222	0.159	0	0	0	0.99992	0.99957	0.99982	1	1	1	0	0	0	66964	Golt1b
4.56	0.25	1.918	1.668	0	3.72	2.81	0.9945	0.00298	0.01146	1	0.014889	0.202586	0	1	0	16832	Ldhb
1.23	0.481	1.192	0.711	0	0.37	0	0.83736	0.36301	0.70503	1	1	1	0	0	0	20928	Abcc9
4.98	-2.788	-1.677	1.111	-9.01	-3.38	0.62	1e-05	0.00488	0.2756	0.000149	0.023087	1	-1	-1	0	12764	Cmas
5.22	-0.82	-0.678	0.142	0	0	0	0.8888	0.97751	0.99993	1	1	1	0	0	0	74741	C2cd5
7.76	-1.444	-0.476	0.968	-1.34	0	0	0.10872	0.92599	0.54052	0.380996	1	1	0	0	0	75320	Etnk1
3.6	-0.633	1.12	1.753	0	0.36	2.36	0.86961	0.36471	0.02311	1	1	0.332981	0	0	0	20678	Sox5
0.87	5.256	6.865	1.609	9.06	10.89	1.05	1e-05	0	0.16411	0.000149	5e-05	1	1	1	0	12035	Bcat1
-0.1	0.108	0.009	-0.099	0	0	0	0.98049	0.9986	0.98388	1	1	1	0	0	0	320662	Casc1
4.04	-0.112	-0.68	-0.567	0	0	0	0.99994	0.98195	0.99582	1	1	1	0	0	0	67636	Etfrf1
6.27	-0.685	-0.562	0.123	0	0	0	0.82748	0.8997	0.99381	1	1	1	0	0	0	16653	Kras
3.96	0.774	0.472	-0.302	0	0	0	0.83433	0.98195	0.99445	1	1	1	0	0	0	71323	Rassf8
7.28	-0.337	-0.826	-0.49	0	0	0	0.99427	0.78915	0.98611	1	1	1	0	0	0	79362	Bhlhe41
4.42	2.507	1.112	-1.395	6.05	0.5	-1.63	0.00016	0.31462	0.07085	0.001281	0.936648	0.737913	1	0	0	16651	Sspn
6.41	-1.946	-0.848	1.098	-5.41	0	0.6	0.00032	0.79577	0.28273	0.002349	1	1	-1	0	0	16439	Itpr2
6.21	0.849	1.26	0.41	0	1.92	0	0.85119	0.04594	0.99918	1	0.172258	1	0	0	0	71177	Ints13
6.14	0.055	0.089	0.034	0	0	0	0.99996	0.99994	0.99999	1	1	1	0	0	0	67529	Fgfr1op2
5.36	1.507	1.014	-0.493	3.51	0.1	0	0.00402	0.46241	0.99689	0.020405	1	1	1	0	0	67623	Tm7sf3
4	0.587	0.431	-0.156	0	0	0	0.99459	0.9992	0.99994	1	1	1	0	0	0	108098	Med21
4.31	-0.405	-0.745	-0.339	0	0	0	0.99931	0.96633	0.99977	1	1	1	0	0	0	232533	Stk38l
1.39	-0.023	0.399	0.422	0	0	0	0.99924	0.97005	0.96728	1	1	1	0	0	0	272322	Arntl2
7.08	0.769	0.813	0.043	0	0	0	0.96635	0.93767	1	1	1	1	0	0	0	67533	Ppfibp1
3.73	0.432	0.18	-0.253	0	0	0	0.97901	0.99695	0.99467	1	1	1	0	0	0	232536	Mrps35
2.24	1.915	1.57	-0.345	4.57	3.05	0	0.00093	0.00794	0.99363	0.005697	0.035723	1	1	1	0	232539	Klhl42
1.16	5.679	4.218	-1.461	7.54	6.66	-0.72	4e-05	8e-05	0.24885	0.000393	0.000705	1	1	1	0	19227	Pthlh
4.54	-0.296	-0.261	0.035	0	0	0	0.99754	0.99825	0.9999	1	1	1	0	0	0	67015	Ccdc91
2.49	-1.001	-0.205	0.796	0	0	0	0.49948	0.96797	0.70229	1	1	1	0	0	0	330450	Far2
5.85	-0.32	-0.147	0.173	0	0	0	0.99291	0.99812	0.99833	1	1	1	0	0	0	67456	Ergic2
4.85	-2.237	-0.27	1.967	-4.58	0	3.75	0.00091	0.98487	0.00285	0.005635	1	0.079688	-1	0	0	387314	Tmtc1
1.8	2.44	1.618	-0.821	6.65	3.23	0	8e-05	0.00611	0.77903	0.000756	0.028253	1	1	1	0	66184	Rps4l
5.73	-0.376	-0.34	0.036	0	0	0	0.9995	0.99965	0.99999	1	1	1	0	0	0	320727	Ipo8
4.49	0.538	1.56	1.022	0	3.64	0.15	0.99266	0.00334	0.44277	1	0.016489	1	0	1	0	232560	Caprin2
2.01	0.186	-0.34	-0.527	0	0	0	0.99099	0.98052	0.94049	1	1	1	0	0	0	56306	Fam60a
0.67	0.927	0.466	-0.461	0	0	0	0.58528	0.93924	0.93086	1	1	1	0	0	0	109163	3010003L21Rik
3.2	1.229	1.977	0.748	0.76	3.13	0	0.23416	0.00704	0.77456	0.739545	0.03204	1	0	1	0	320560	Dennd5b
2.66	-0.263	-1.899	-1.636	0	-5.32	-3.81	0.99792	0.00036	0.00261	1	0.002373	0.075165	0	-1	0	320204	Etfbkmt
2.5	-0.781	-1.624	-0.843	0	-3.01	0	0.8253	0.00849	0.77788	1	0.037913	1	0	-1	0	232566	Amn1
6.67	-2.147	-1.403	0.744	-5.21	-1.84	0	0.00041	0.05171	0.87535	0.00285	0.191134	1	-1	0	0	67246	2810474O19Rik
1.8	1.793	0.356	-1.437	2.89	0	-1.63	0.01015	0.98773	0.07068	0.046217	1	0.736711	1	0	0	12121	Bicd1
0.82	-4.49	-3.295	1.195	-6.73	-4.33	0.53	8e-05	0.00128	0.30449	0.000729	0.007139	1	-1	-1	0	245128	AU018091
7.18	0.035	-0.735	-0.77	0	0	0	0.99999	0.96256	0.9545	1	1	1	0	0	0	50918	Myadm
2.62	1.355	1.27	-0.084	0.83	0.66	0	0.21557	0.26458	0.98461	0.688974	0.809619	1	0	0	0	18752	Prkcg
-2.88	6.575	6.514	-0.061	11.48	11.36	0	0	0	0.98178	4.6e-05	4.1e-05	1	1	1	0	81904	Cacng7
4.76	0.158	-0.356	-0.514	0	0	0	0.99884	0.99516	0.9845	1	1	1	0	0	0	66091	Ndufa3
3.37	0.68	0.309	-0.37	0	0	0	0.92957	0.99702	0.9945	1	1	1	0	0	0	69714	Tfpt
5.17	0.479	-0.053	-0.533	0	0	0	0.99803	0.99998	0.99736	1	1	1	0	0	0	68988	Prpf31
5.23	0.637	0.25	-0.387	0	0	0	0.992	0.9999	0.99968	1	1	1	0	0	0	232791	Cnot3
3.79	-0.052	0.102	0.154	0	0	0	0.99989	0.99979	0.99968	1	1	1	0	0	0	69757	Leng1
7.13	-3.5	-3.566	-0.067	-18.36	-18.74	0	0	0	0.99997	7e-06	5e-06	1	-1	-1	0	353499	Tmc4
5.67	0.805	0.944	0.139	0	0	0	0.92449	0.66959	0.99997	1	1	1	0	0	0	77582	Mboat7
5.28	1.229	0.705	-0.524	1.76	0	0	0.0587	0.97547	0.99754	0.221063	1	1	0	0	0	66078	Tsen34
8.58	-0.475	-0.169	0.307	0	0	0	0.99843	0.99992	0.99983	1	1	1	0	0	0	76846	Rps9
7.14	-1	-0.337	0.663	0	0	0	0.50047	0.96298	0.84971	1	1	1	0	0	0	232798	Leng8
2.07	-0.546	-1.199	-0.654	0	-0.93	0	0.95951	0.19044	0.93271	1	0.607839	1	0	0	0	243813	Leng9
3.18	-1.811	-2.261	-0.45	-3.11	-4.95	0	0.0073	0.00057	0.98051	0.034424	0.003506	1	-1	-1	0	58804	Cdc42ep5
4.92	1.343	0.844	-0.499	2.79	0	0	0.01182	0.8872	0.99852	0.053074	1	1	0	0	0	108841	Rdh13
5.91	-0.514	-1.623	-1.108	0	-2.19	-0.4	0.93528	0.03019	0.34848	1	0.117894	1	0	0	0	67425	Eps8l1
1.01	-0.809	-1.084	-0.274	0	-0.36	0	0.77565	0.36377	0.99504	1	1	1	0	0	0	320749	D630041G03Rik
6.74	0.32	0.475	0.154	0	0	0	0.99955	0.99791	0.99994	1	1	1	0	0	0	232807	Ppp1r12c
1.14	-0.344	-1.272	-0.928	0	-0.74	0	0.9372	0.23977	0.57777	1	0.743257	1	0	0	0	21954	Tnni3
3.4	0.078	-1.131	-1.209	0	-0.64	-1.02	0.99904	0.2689	0.1688	1	0.821125	1	0	0	0	436022	Dnaaf3
1.47	-0.133	-0.166	-0.033	0	0	0	0.99649	0.99593	0.99934	1	1	1	0	0	0	68255	Tmem86b
7.08	0.061	-0.29	-0.351	0	0	0	0.99999	0.99993	0.99993	1	1	1	0	0	0	243819	Ppp6r1
5.05	-0.035	-0.24	-0.205	0	0	0	0.99997	0.99961	0.99978	1	1	1	0	0	0	66245	Hspbp1
2.8	2.024	2.227	0.202	3.91	4.7	0	0.00228	0.00078	0.99087	0.012481	0.004597	1	1	1	0	381979	Brsk1
4.75	0.077	-0.268	-0.345	0	0	0	0.99985	0.99915	0.99866	1	1	1	0	0	0	232811	Kmt5c
1.12	2.407	1.42	-0.987	6.34	2.17	0	0.00011	0.03086	0.52199	0.000979	0.120244	1	1	0	0	333182	Cox6b2
2.52	2.311	2.162	-0.149	5.06	4.66	0	5e-04	0.00083	0.99441	0.003343	0.004835	1	1	1	0	16156	Il11
0.17	-0.823	-0.426	0.397	0	0	0	0.70445	0.94662	0.96008	1	1	1	0	0	0	78052	Tmem190
3.11	-0.797	-0.426	0.372	0	0	0	0.83026	0.98953	0.9946	1	1	1	0	0	0	664968	Tmem238
3.5	-0.142	0.183	0.325	0	0	0	0.99979	0.99969	0.99907	1	1	1	0	0	0	19943	Rpl28
0.04	1.004	1.465	0.461	0.02	1.71	0	0.49379	0.06307	0.95272	1	0.229106	1	0	0	0	77891	Ube2s
-0.8	-3.325	-1.932	1.393	-3.78	-1.43	0.75	0.00276	0.09583	0.23912	0.014701	0.333427	1	-1	0	0	232813	Shisa7
0.75	-0.855	-1.225	-0.37	0	-0.88	0	0.69963	0.20235	0.98466	1	0.640095	1	0	0	0	67441	Isoc2b
3.85	-0.31	-0.083	0.227	0	0	0	0.99933	0.99993	0.99975	1	1	1	0	0	0	664994	Isoc2a
4.49	-0.02	-0.169	-0.149	0	0	0	0.99997	0.99968	0.99977	1	1	1	0	0	0	232816	Zfp628
2.16	1.346	0.815	-0.53	1.81	0	0	0.05425	0.83809	0.98048	0.206347	1	1	0	0	0	269854	Nat14
1.75	0.004	0.95	0.946	0	0	0	0.99923	0.54486	0.54904	1	1	1	0	0	0	269855	Ssc5d
-0.98	-3.074	-5.299	-2.226	-3.55	-7.79	-2.98	0.00385	3e-05	0.00888	0.019631	0.000305	0.168386	-1	-1	0	381836	Sbk2
-0.22	-3.627	-3.044	0.583	-6.4	-4.95	0	0.00011	0.00057	0.88755	0.000944	0.003521	1	-1	-1	0	381835	Sbk3
3.13	-0.886	-0.918	-0.032	0	0	0	0.73671	0.6803	0.99995	1	1	1	0	0	0	68490	Zfp579
5.35	-0.128	-0.036	0.093	0	0	0	0.99993	0.99999	0.99997	1	1	1	0	0	0	23877	Fiz1
2.18	-1.575	-1.331	0.244	-2.25	-1.3	0	0.02756	0.11572	0.99497	0.113804	0.393072	1	0	0	0	66056	Zfp524
4.41	-0.306	-0.421	-0.115	0	0	0	0.99979	0.99939	0.99998	1	1	1	0	0	0	319748	Zfp865
2.15	-0.432	-0.607	-0.176	0	0	0	0.98989	0.96298	0.99903	1	1	1	0	0	0	654801	Zfp784
1.13	2.147	2.037	-0.111	4.2	3.96	0	0.00153	0.0021	0.99479	0.008812	0.011008	1	1	1	0	68992	Zfp580
0.21	5.263	4.422	-0.841	11.79	11.03	0	0	0	0.65471	4e-05	4.5e-05	1	1	1	0	232821	Ccdc106
6.97	0.318	0.323	0.005	0	0	0	0.99988	0.99987	1	1	1	1	0	0	0	22185	U2af2
6.5	-0.24	-0.852	-0.612	0	0	0	0.99995	0.89725	0.99762	1	1	1	0	0	0	13854	Epn1
1.02	-0.172	-0.205	-0.033	0	0	0	0.99875	0.99862	0.99984	1	1	1	0	0	0	100503864	NA
4.45	-0.389	-0.454	-0.065	0	0	0	0.99925	0.99865	0.99998	1	1	1	0	0	0	67109	Zfp787
3.5	0.163	-0.585	-0.748	0	0	0	0.99855	0.96921	0.88791	1	1	1	0	0	0	72667	Zfp444
3.1	-1.571	-1.454	0.117	-3.44	-2.76	0	0.00448	0.01241	0.99987	0.022408	0.053231	1	-1	0	0	384763	Zfp667
1.28	-1.401	-1.293	0.108	-1.88	-1.39	0	0.0485	0.10074	0.99941	0.187146	0.347779	1	0	0	0	213011	Zfp583
0	-0.276	-0.73	-0.454	0	0	0	0.94721	0.74199	0.90338	1	1	1	0	0	0	330463	Zfp78
2.22	-0.092	0.165	0.257	0	0	0	0.99862	0.99725	0.99489	1	1	1	0	0	0	22690	Zfp28
4.97	0.387	1.259	0.872	0	1.3	0	0.99323	0.11475	0.73698	1	0.390363	1	0	0	0	18616	Peg3
4.61	-0.36	-0.08	0.279	0	0	0	0.99951	0.99997	0.99983	1	1	1	0	0	0	232853	Zfp954
1.03	-0.017	-0.038	-0.021	0	0	0	0.99963	0.99926	0.9996	1	1	1	0	0	0	232854	Zfp418
3.86	-1.13	-0.948	0.183	-1.01	0	0	0.17094	0.65218	0.99994	0.565618	1	1	0	0	0	232855	Zfp772
0.16	-0.097	-0.225	-0.129	0	0	0	0.99496	0.98788	0.99426	1	1	1	0	0	0	76229	Vmn2r29
6.64	0.025	0.196	0.171	0	0	0	1	0.99997	0.99999	1	1	1	0	0	0	12727	Clcn4
0.44	1.861	1.39	-0.471	3.18	1.57	0	0.00659	0.07803	0.95393	0.031559	0.277236	1	1	0	0	22775	Zik1
2.16	-0.351	-0.196	0.155	0	0	0	0.99742	0.99934	0.99961	1	1	1	0	0	0	628898	Gm6929
-0.28	-1.309	-1.535	-0.225	-0.81	-1.44	0	0.22111	0.09363	0.97765	0.704789	0.32642	1	0	0	0	619331	Zfp551
2.82	-0.549	-0.111	0.437	0	0	0	0.97248	0.99914	0.99007	1	1	1	0	0	0	67370	Zfp606
3.49	-1.01	-2.454	-1.444	-0.05	-7.56	-2.52	0.48037	3e-05	0.01786	1	0.000342	0.275361	0	-1	0	232875	Zscan18
3.03	-0.064	-0.387	-0.322	0	0	0	0.99692	0.96997	0.98025	1	1	1	0	0	0	67230	Zfp329
5.33	-1.455	-1.808	-0.354	-3.32	-5.94	0	0.00532	0.00018	0.99957	0.026151	0.001305	1	-1	-1	0	65020	Zfp110
2.02	-0.899	-0.931	-0.033	0	0	0	0.69633	0.63944	0.9999	1	1	1	0	0	0	232878	Zscan22
7.96	-0.355	-0.283	0.072	0	0	0	0.99955	0.99977	0.99999	1	1	1	0	0	0	20103	Rps5
3.67	-0.344	-1.633	-1.289	0	-2.71	-1.27	0.98468	0.01349	0.11988	1	0.057434	1	0	0	0	381845	Rnf225
1.67	0.157	-0.441	-0.598	0	0	0	0.99529	0.97515	0.92983	1	1	1	0	0	0	243834	Zfp324
2.48	0.696	0.001	-0.694	0	0	0	0.93153	1	0.93779	1	1	1	0	0	0	269870	Zfp446
1.73	0.263	-0.039	-0.302	0	0	0	0.99734	0.99983	0.99695	1	1	1	0	0	0	232879	Zbtb45
8.18	0.765	0.636	-0.129	0	0	0	0.94214	0.9868	0.99996	1	1	1	0	0	0	21849	Trim28
6.43	-0.659	-0.888	-0.229	0	0	0	0.99505	0.84926	0.99998	1	1	1	0	0	0	68953	Chmp2a
5.61	0.398	-0.096	-0.493	0	0	0	0.99905	0.99995	0.99818	1	1	1	0	0	0	22192	Ube2m
2.39	0.064	0.023	-0.041	0	0	0	0.9998	0.99994	0.9999	1	1	1	0	0	0	321008	6330408A02Rik
5.35	0.968	0.867	-0.1	0	0	0	0.56587	0.75023	0.99961	1	1	1	0	0	0	16881	Lig1
0.52	-0.69	-1.596	-0.906	0	-2.25	0	0.84739	0.0274	0.64105	1	0.108195	1	0	0	0	232889	Pla2g4c
5.83	0.989	1.087	0.098	0	0.69	0	0.53493	0.25394	0.99998	1	0.780786	1	0	0	0	20364	Selenow
7.92	-0.021	0.367	0.389	0	0	0	0.99999	0.99957	0.99969	1	1	1	0	0	0	68077	Gltscr2
6.58	2.261	2.15	-0.11	7.99	7.33	0	2e-05	4e-05	0.99989	0.000274	0.000406	1	1	1	0	259300	Ehd2
4.62	0.144	-0.158	-0.302	0	0	0	0.99829	0.99829	0.99548	1	1	1	0	0	0	243842	Gltscr1
7.2	-0.498	-0.674	-0.176	0	0	0	0.99613	0.97395	0.99988	1	1	1	0	0	0	108124	Napa
4.01	-0.265	-0.018	0.248	0	0	0	0.99967	0.99999	0.99978	1	1	1	0	0	0	70394	Kptn
2.13	1.86	1.101	-0.758	3.8	0.5	0	0.00264	0.31614	0.84121	0.014156	0.939981	1	1	0	0	110891	Slc8a2
3.82	-0.628	-1.097	-0.469	0	-0.53	0	0.95709	0.30505	0.99194	1	0.911468	1	0	0	0	17537	Meis3
4.53	-0.62	-0.921	-0.3	0	0	0	0.97308	0.67843	0.99899	1	1	1	0	0	0	71723	Dhx34
-0.66	-3.685	-0.519	3.166	-5.9	0	4.99	0.00019	0.81852	0.00055	0.00149	1	0.031427	-1	0	1	319430	C5ar2
3.62	0.426	0.199	-0.227	0	0	0	0.999	0.99991	0.99988	1	1	1	0	0	0	66300	Inafm1
5.88	-0.615	-0.164	0.45	0	0	0	0.99191	0.99992	0.99916	1	1	1	0	0	0	243846	Ccdc9
4.2	0.981	0.557	-0.424	0	0	0	0.54555	0.99018	0.99717	1	1	1	0	0	0	170770	Bbc3
6.19	0.868	-0.089	-0.956	0	0	0	0.76248	0.99972	0.60103	1	1	1	0	0	0	56459	Sae1
0.37	-0.804	-0.439	0.365	0	0	0	0.68959	0.912	0.9432	1	1	1	0	0	0	100503024	NA
6.49	0.004	0.047	0.043	0	0	0	1	0.99999	0.99999	1	1	1	0	0	0	330474	Zc3h4
2.66	0.616	-0.014	-0.63	0	0	0	0.96923	0.99997	0.96861	1	1	1	0	0	0	69094	Tmem160
7.54	-0.062	-0.225	-0.163	0	0	0	0.99996	0.99975	0.99992	1	1	1	0	0	0	232906	Arhgap35
5.34	0.271	-0.263	-0.535	0	0	0	0.99978	0.99982	0.99766	1	1	1	0	0	0	232910	Ap2s1
5.03	2.421	2.059	-0.362	9.6	7.41	0	1e-05	4e-05	0.9989	0.000106	0.000383	1	1	1	0	20514	Slc1a5
