A	Coef	t	p.value	p.value.adj	F	F.p.value	PEvsC	Genes.ProbeID	Genes.EntrezGeneID	Genes.GeneSymbol
9.76	-0.191	-0.41	0.68941	0.917298	0.17	0.68941	0	NA	NA	NA
14.62	0.449	1.64	0.12415	0.568319	2.7	0.12415	0	NA	NA	NA
6.81	-0.009	-0.01	0.98968	0.997478	0	0.98968	0	NA	NA	NA
10.04	-3.344	-2.63	0.02093	0.332752	6.9	0.02093	0	NA	NA	NA
7.28	0.155	0.41	0.68716	0.916149	0.17	0.68716	0	NA	NA	NA
9.44	-0.568	-1.34	0.20359	0.653753	1.79	0.20359	0	NA	NA	NA
5.79	0.285	0.75	0.46892	0.832469	0.56	0.46892	0	A_23_P380857	80832	APOL4
6.17	-0.378	-0.57	0.57708	0.876618	0.33	0.57708	0	A_32_P37495	388002	LOC388002
7.52	0.073	0.15	0.88609	0.974127	0.02	0.88609	0	NA	NA	NA
11.71	0.118	0.43	0.67382	0.912417	0.19	0.67382	0	A_24_P117954	125476	C18orf37
6.19	-0.524	-1.03	0.32138	0.745803	1.06	0.32138	0	NA	NA	NA
4.57	0.295	0.93	0.37108	0.778645	0.86	0.37108	0	NA	NA	NA
7	-0.181	-0.57	0.57685	0.876478	0.33	0.57685	0	NA	NA	NA
6.84	-0.587	-1.13	0.27776	0.717149	1.28	0.27776	0	A_23_P130553	92799	SHKBP1
3.87	1.019	0.91	0.37826	0.782877	0.83	0.37826	0	NA	NA	NA
3.12	0.288	0.75	0.46476	0.830749	0.57	0.46476	0	NA	NA	NA
6.59	0.267	0.56	0.58222	0.87901	0.32	0.58222	0	A_23_P65797	64410	KLHL25
8.84	-0.342	-1.12	0.2824	0.720089	1.26	0.2824	0	A_23_P87532	65981	C1QDC1
3.16	1.076	3.87	0.00195	0.13843	14.94	0.00195	0	NA	NA	NA
3.83	-0.168	-0.39	0.70302	0.92263	0.15	0.70302	0	NA	NA	NA
7.79	0.331	0.72	0.48216	0.838421	0.52	0.48216	0	NA	NA	NA
7.12	0.949	2.78	0.01551	0.301661	7.75	0.01551	0	NA	NA	NA
8.58	-0.131	-0.35	0.7305	0.931061	0.12	0.7305	0	A_23_P204879	81617	CAB39L
4.92	0.311	0.78	0.44794	0.822142	0.61	0.44794	0	NA	NA	NA
6.2	0.773	2.31	0.03823	0.399241	5.32	0.03823	0	NA	NA	NA
3.89	0.577	1.25	0.2344	0.683282	1.55	0.2344	0	NA	NA	NA
2.67	0.437	0.92	0.37627	0.78153	0.84	0.37627	0	NA	NA	NA
4.22	-0.111	-0.22	0.83229	0.962118	0.05	0.83229	0	A_23_P17420	8537	BCAS1
8.3	-0.166	-0.39	0.70513	0.92346	0.15	0.70513	0	A_23_P336644	163590	TOR1AIP2
10.95	0.689	1.95	0.07242	0.4892	3.82	0.07242	0	A_32_P101860	728772	LOC728772
7.09	0.267	0.53	0.60312	0.887379	0.28	0.60312	0	A_23_P340019	197358	NLRC3
9.79	-0.312	-0.84	0.41788	0.804981	0.7	0.41788	0	NA	NA	NA
7.21	-0.921	-2.49	0.0269	0.360143	6.22	0.0269	0	NA	NA	NA
7.21	0.887	2.46	0.02888	0.366875	6.03	0.02888	0	NA	NA	NA
5.21	-0.566	-1.37	0.19444	0.644812	1.87	0.19444	0	NA	NA	NA
13.63	-0.584	-1.11	0.28728	0.724045	1.23	0.28728	0	NA	NA	NA
11.74	0.383	1.28	0.22145	0.671233	1.65	0.22145	0	A_23_P10685	23640	HSPBP1
6.26	-0.292	-0.93	0.37091	0.778394	0.86	0.37091	0	NA	NA	NA
6.07	0.815	1.71	0.11116	0.550431	2.92	0.11116	0	NA	NA	NA
5.24	-2.035	-4.29	0.00089	0.103019	18.36	0.00089	0	NA	NA	NA
10.18	0.263	0.52	0.60898	0.889625	0.27	0.60898	0	NA	NA	NA
7.04	-0.236	-0.45	0.66106	0.908418	0.2	0.66106	0	NA	NA	NA
5.47	-0.316	-0.65	0.52783	0.857219	0.42	0.52783	0	NA	NA	NA
2.97	0.381	0.93	0.36905	0.776616	0.87	0.36905	0	NA	NA	NA
5.65	-0.214	-0.36	0.72514	0.929606	0.13	0.72514	0	NA	NA	NA
12.47	0.309	0.86	0.40446	0.797509	0.74	0.40446	0	NA	NA	NA
8.39	0.31	0.67	0.51755	0.8531	0.44	0.51755	0	NA	NA	NA
2.78	-0.025	-0.06	0.95635	0.990755	0	0.95635	0	NA	NA	NA
8.79	-0.086	-0.29	0.77756	0.946695	0.08	0.77756	0	NA	NA	NA
3.13	0.549	0.77	0.45243	0.82482	0.6	0.45243	0	NA	NA	NA
2.85	-0.272	-0.85	0.40914	0.799778	0.73	0.40914	0	A_23_P303978	NA	
3.66	0.002	0.01	0.99494	0.998785	0	0.99494	0	NA	NA	NA
3.66	-0.833	-1.87	0.08418	0.511144	3.5	0.08418	0	NA	NA	NA
7.33	0.383	1.07	0.30283	0.734895	1.15	0.30283	0	NA	NA	NA
3.86	0.287	0.53	0.60475	0.887717	0.28	0.60475	0	NA	NA	NA
8.28	0.258	0.74	0.47488	0.835587	0.54	0.47488	0	NA	NA	NA
4.75	1.045	2.87	0.01324	0.283251	8.21	0.01324	0	NA	NA	NA
3.13	0.367	0.92	0.37516	0.780898	0.84	0.37516	0	NA	NA	NA
3.23	-0.614	-1.9	0.07973	0.50241	3.61	0.07973	0	NA	NA	NA
6.69	-0.42	-0.48	0.63604	0.89988	0.23	0.63604	0	NA	NA	NA
6.14	-1.465	-2.42	0.03105	0.375154	5.84	0.03105	0	NA	NA	NA
7.85	-0.019	-0.04	0.9652	0.991787	0	0.9652	0	NA	NA	NA
7.2	0.001	0	0.99699	0.999379	0	0.99699	0	A_23_P379794	284098	PIGW
8.87	-0.118	-0.32	0.75103	0.939197	0.11	0.75103	0	A_24_P363477	29960	FTSJ2
2.97	0.483	0.68	0.50589	0.848657	0.47	0.50589	0	NA	NA	NA
4.65	-1.437	-2.23	0.0442	0.420198	4.96	0.0442	0	NA	NA	NA
3.49	0.523	1.33	0.20535	0.654426	1.78	0.20535	0	NA	NA	NA
7.44	-0.796	-2.2	0.04637	0.426684	4.85	0.04637	0	NA	NA	NA
2.83	-0.148	-0.3	0.76531	0.943624	0.09	0.76531	0	NA	NA	NA
3.52	0.386	0.76	0.4592	0.828111	0.58	0.4592	0	NA	NA	NA
2.79	0.14	0.38	0.70702	0.924004	0.15	0.70702	0	NA	NA	NA
4.15	0.139	0.42	0.68426	0.91546	0.17	0.68426	0	NA	NA	NA
9.56	-0.568	-1.42	0.17876	0.63138	2.02	0.17876	0	A_24_P192434	7013	TERF1
3.21	-0.195	-0.48	0.6403	0.901323	0.23	0.6403	0	NA	NA	NA
3.06	-0.075	-0.18	0.85743	0.968376	0.03	0.85743	0	NA	NA	NA
8	-0.489	-0.8	0.43731	0.816897	0.64	0.43731	0	NA	NA	NA
4.55	0.781	1.39	0.18844	0.64049	1.93	0.18844	0	A_23_P81484	NA	
3.5	0.649	1.42	0.17803	0.630112	2.03	0.17803	0	NA	NA	NA
10.35	0.363	1.25	0.23166	0.681221	1.57	0.23166	0	NA	NA	NA
11.71	0.544	1.64	0.12582	0.570525	2.68	0.12582	0	NA	NA	NA
9.73	-0.712	-1.3	0.21514	0.665009	1.7	0.21514	0	NA	NA	NA
12.47	-0.635	-1.44	0.17388	0.626005	2.07	0.17388	0	A_23_P359430	25832	NBPF14
13.25	-0.167	-0.46	0.65629	0.907174	0.21	0.65629	0	A_23_P355067	54499	TMCO1
8.76	0.144	0.37	0.71821	0.927082	0.14	0.71821	0	NA	NA	NA
4.72	-1.208	-1.39	0.18781	0.639711	1.93	0.18781	0	NA	NA	NA
4.04	-2.315	-4.81	0.00034	0.063637	23.12	0.00034	0	NA	NA	NA
6.14	0.016	0.02	0.98122	0.995281	0	0.98122	0	NA	NA	NA
6.51	0.243	0.68	0.50708	0.849111	0.47	0.50708	0	NA	NA	NA
7.81	0.099	0.36	0.72805	0.930601	0.13	0.72805	0	NA	NA	NA
3.44	0.035	0.08	0.93437	0.985047	0.01	0.93437	0	NA	NA	NA
7.88	0	0	0.99981	0.999935	0	0.99981	0	NA	NA	NA
10.2	0.207	0.64	0.5359	0.860236	0.4	0.5359	0	A_23_P62276	79576	NKAP
10.99	-0.356	-1.19	0.25456	0.698878	1.42	0.25456	0	A_24_P721898	55727	BTBD7
3.66	0.463	0.67	0.51358	0.850606	0.45	0.51358	0	NA	NA	NA
3.28	0.122	0.31	0.75941	0.942056	0.1	0.75941	0	NA	NA	NA
14.24	0.226	0.53	0.60651	0.888476	0.28	0.60651	0	NA	NA	NA
10.05	0.203	0.77	0.45587	0.826628	0.59	0.45587	0	NA	NA	NA
3.88	0.969	3.04	0.00954	0.255966	9.22	0.00954	0	NA	NA	NA
5.97	0.264	0.62	0.54355	0.864734	0.39	0.54355	0	NA	NA	NA
6.88	-0.825	-1.74	0.10545	0.545727	3.03	0.10545	0	NA	NA	NA
6.32	0.094	0.19	0.8508	0.966424	0.04	0.8508	0	NA	NA	NA
9.93	-0.373	-0.71	0.49252	0.843509	0.5	0.49252	0	A_23_P61371	340061	TMEM173
12.11	0.537	1.48	0.16291	0.615284	2.19	0.16291	0	NA	NA	NA
3.42	-0.041	-0.08	0.93774	0.986047	0.01	0.93774	0	NA	NA	NA
9.79	0.245	0.83	0.42095	0.806712	0.69	0.42095	0	NA	NA	NA
12.96	0.027	0.09	0.93302	0.984588	0.01	0.93302	0	A_24_P273413	27436	EML4
9.86	0.225	0.55	0.59083	0.882482	0.3	0.59083	0	NA	NA	NA
9.66	0.59	1.46	0.16725	0.620558	2.14	0.16725	0	A_24_P128683	27013	C2orf24
4.63	1.266	3.75	0.00245	0.151371	14.03	0.00245	0	NA	NA	NA
4.55	-1.253	-1.72	0.10896	0.548158	2.96	0.10896	0	NA	NA	NA
3.95	0.853	2.21	0.04579	0.424763	4.88	0.04579	0	NA	NA	NA
7.55	-0.283	-0.77	0.45393	0.825715	0.6	0.45393	0	A_23_P162211	54682	MANSC1
3.58	-0.293	-0.89	0.38928	0.789688	0.79	0.38928	0	NA	NA	NA
12.56	0.019	0.05	0.96413	0.991595	0	0.96413	0	A_23_P137103	1973	EIF4A1
10.51	0.106	0.38	0.70887	0.924508	0.15	0.70887	0	A_32_P216872	283970	LOC283970
3.15	-0.375	-1.1	0.29059	0.725936	1.21	0.29059	0	NA	NA	NA
4.57	0.893	2.21	0.04568	0.424194	4.88	0.04568	0	NA	NA	NA
9.05	0.073	0.24	0.81541	0.957387	0.06	0.81541	0	NA	NA	NA
2.72	0.043	0.11	0.91031	0.978946	0.01	0.91031	0	NA	NA	NA
11.13	-0.072	-0.21	0.83367	0.962537	0.05	0.83367	0	NA	NA	NA
11.09	-0.447	-1.4	0.18351	0.636387	1.97	0.18351	0	A_24_P592012	140685	ZBTB46
8.13	0.436	1.28	0.22423	0.674432	1.63	0.22423	0	NA	NA	NA
2.94	-0.795	-2.81	0.01473	0.29486	7.9	0.01473	0	NA	NA	NA
3.3	0.318	1.11	0.28535	0.722503	1.24	0.28535	0	NA	NA	NA
3.34	-0.678	-1.82	0.09133	0.523863	3.32	0.09133	0	NA	NA	NA
3.18	0.289	0.87	0.39892	0.795103	0.76	0.39892	0	NA	NA	NA
3.02	0.335	1.05	0.31378	0.741617	1.1	0.31378	0	NA	NA	NA
11.75	-0.024	-0.08	0.94103	0.986702	0.01	0.94103	0	NA	NA	NA
6.16	-0.04	-0.11	0.91173	0.979541	0.01	0.91173	0	NA	NA	NA
2.91	0.056	0.17	0.86468	0.96996	0.03	0.86468	0	NA	NA	NA
7.26	-0.045	-0.09	0.9306	0.984226	0.01	0.9306	0	NA	NA	NA
7.88	0.104	0.24	0.81466	0.95705	0.06	0.81466	0	NA	NA	NA
6.8	-0.052	-0.16	0.87704	0.971935	0.02	0.87704	0	NA	NA	NA
7.07	1.413	4.56	0.00053	0.078742	20.83	0.00053	0	NA	NA	NA
2.9	-0.389	-0.97	0.34819	0.763609	0.95	0.34819	0	NA	NA	NA
4.66	0.185	0.43	0.67516	0.913002	0.18	0.67516	0	NA	NA	NA
6.29	-0.093	-0.22	0.82704	0.960628	0.05	0.82704	0	NA	NA	NA
5.81	-0.251	-0.38	0.70681	0.923935	0.15	0.70681	0	NA	NA	NA
13.2	0.361	1.08	0.29927	0.732291	1.17	0.29927	0	NA	NA	NA
4.42	-0.508	-1.03	0.32228	0.745856	1.06	0.32228	0	A_24_P921327	202018	FLJ90013
6.04	2.513	4	0.00151	0.126975	16.01	0.00151	0	A_23_P124619	57402	S100A14
9.17	-0.467	-1.26	0.22936	0.678283	1.59	0.22936	0	NA	NA	NA
7.47	0.202	0.43	0.67114	0.911326	0.19	0.67114	0	NA	NA	NA
4.42	-0.923	-1.4	0.18612	0.638251	1.95	0.18612	0	NA	NA	NA
12.2	-0.684	-1.29	0.22017	0.669893	1.66	0.22017	0	A_24_P221960	NA	
9.31	0.331	0.8	0.43891	0.817621	0.64	0.43891	0	A_23_P80551	NA	
5.8	0.183	0.36	0.72337	0.929462	0.13	0.72337	0	NA	NA	NA
7.37	1.141	3.12	0.00805	0.241163	9.76	0.00805	0	NA	NA	NA
10.76	-0.035	-0.13	0.89901	0.976403	0.02	0.89901	0	NA	NA	NA
3.07	-0.615	-2.13	0.05316	0.444603	4.52	0.05316	0	NA	NA	NA
3.92	0.305	0.75	0.46458	0.830749	0.57	0.46458	0	NA	NA	NA
4.84	0.929	2.71	0.01777	0.312466	7.35	0.01777	0	NA	NA	NA
3.76	0.743	2.13	0.05265	0.442972	4.54	0.05265	0	NA	NA	NA
6.74	0.47	1.1	0.29322	0.728182	1.2	0.29322	0	NA	NA	NA
3.85	0.26	0.63	0.53998	0.862581	0.4	0.53998	0	A_23_P417014	282890	ZNF311
4.95	-0.559	-1.19	0.25683	0.700558	1.41	0.25683	0	NA	NA	NA
8.01	-1.159	-2.63	0.02076	0.331601	6.92	0.02076	0	NA	NA	NA
9.73	-0.363	-1.19	0.25581	0.699848	1.41	0.25581	0	A_23_P49279	388272	LOC388272
8.1	0.027	0.05	0.95704	0.990874	0	0.95704	0	NA	NA	NA
8.22	-0.984	-2.61	0.02178	0.335893	6.79	0.02178	0	NA	NA	NA
6.79	-0.052	-0.12	0.9074	0.977887	0.01	0.9074	0	NA	NA	NA
8.97	-0.052	-0.17	0.87148	0.971156	0.03	0.87148	0	NA	NA	NA
5.15	-0.01	-0.02	0.98478	0.995993	0	0.98478	0	NA	NA	NA
3.54	-0.486	-1.5	0.15861	0.611321	2.24	0.15861	0	NA	NA	NA
8.08	-0.652	-2.24	0.04291	0.416568	5.03	0.04291	0	A_24_P601972	339804	LOC339804
3.94	-0.296	-0.69	0.50167	0.846939	0.48	0.50167	0	NA	NA	NA
4.08	1.129	3.57	0.0034	0.176683	12.76	0.0034	0	NA	NA	NA
4.09	-0.011	-0.03	0.97839	0.994405	0	0.97839	0	NA	NA	NA
5.2	0.445	0.82	0.42458	0.809322	0.68	0.42458	0	NA	NA	NA
3.66	-0.757	-2.67	0.01937	0.323801	7.11	0.01937	0	A_24_P357406	5940	RBMY1A1
5.69	0.325	0.93	0.36909	0.776616	0.87	0.36909	0	NA	NA	NA
4.79	-0.026	-0.05	0.95792	0.990939	0	0.95792	0	NA	NA	NA
13.26	-0.52	-1.42	0.17855	0.630879	2.02	0.17855	0	NA	NA	NA
2.83	0.533	1.06	0.30922	0.738747	1.12	0.30922	0	NA	NA	NA
6.13	1.238	3.09	0.00863	0.247045	9.54	0.00863	0	NA	NA	NA
3.1	0.024	0.06	0.95539	0.990229	0	0.95539	0	A_23_P425814	503841	DEFB106B
3.36	1.23	1.46	0.16798	0.620931	2.13	0.16798	0	NA	NA	NA
5.76	-0.187	-0.3	0.76614	0.943713	0.09	0.76614	0	A_24_P38572	65083	NOL6
10.49	0.481	1.26	0.22987	0.679219	1.59	0.22987	0	NA	NA	NA
8.48	0.589	1.26	0.23125	0.6809	1.58	0.23125	0	NA	NA	NA
2.99	-0.607	-1.74	0.10516	0.545362	3.03	0.10516	0	A_24_P153587	650662	PP8961
4.04	-0.754	-1.51	0.15568	0.608341	2.27	0.15568	0	NA	NA	NA
12.9	0.454	1.37	0.1953	0.645782	1.86	0.1953	0	NA	NA	NA
3.27	0.267	0.43	0.67689	0.913432	0.18	0.67689	0	NA	NA	NA
11.16	0.348	1.39	0.18925	0.641591	1.92	0.18925	0	NA	NA	NA
3.33	-0.294	-0.86	0.40719	0.798331	0.73	0.40719	0	NA	NA	NA
8.34	-0.901	-1.32	0.21062	0.661435	1.73	0.21062	0	NA	NA	NA
3.74	0.498	1.05	0.31108	0.73997	1.11	0.31108	0	A_23_P315910	162699	TCEB3C
12.02	0.131	0.37	0.71734	0.926975	0.14	0.71734	0	A_24_P48898	23780	APOL2
4.23	0.324	0.97	0.35157	0.765473	0.93	0.35157	0	NA	NA	NA
7.57	-1.203	-1.23	0.23925	0.686346	1.52	0.23925	0	NA	NA	NA
6.26	-0.784	-1.73	0.10792	0.547877	2.98	0.10792	0	NA	NA	NA
4.87	0.241	0.31	0.76146	0.942647	0.1	0.76146	0	NA	NA	NA
9.4	0.125	0.42	0.67944	0.914237	0.18	0.67944	0	NA	NA	NA
8.45	0.335	1.09	0.2974	0.731385	1.18	0.2974	0	NA	NA	NA
4.31	-0.684	-2.16	0.05016	0.436874	4.66	0.05016	0	NA	NA	NA
10.37	0.256	0.66	0.51939	0.85388	0.44	0.51939	0	NA	NA	NA
11.55	0.194	0.56	0.58621	0.880676	0.31	0.58621	0	A_23_P210581	3755	KCNG1
3.6	0.156	0.41	0.68655	0.916018	0.17	0.68655	0	NA	NA	NA
10.68	-0.485	-1.49	0.16081	0.613485	2.21	0.16081	0	NA	NA	NA
9.06	-0.193	-0.6	0.55762	0.869636	0.36	0.55762	0	NA	NA	NA
7.43	0.299	0.94	0.36629	0.775177	0.88	0.36629	0	NA	NA	NA
6.05	0.186	0.3	0.76675	0.944035	0.09	0.76675	0	NA	NA	NA
13.3	0.892	2.43	0.03045	0.373719	5.89	0.03045	0	A_23_P203900	949	SCARB1
8.84	0.576	1.99	0.06831	0.481752	3.95	0.06831	0	A_24_P348925	8812	CCNK
4.17	-0.459	-0.88	0.39462	0.793423	0.78	0.39462	0	NA	NA	NA
5.64	0.638	1.78	0.09911	0.534974	3.15	0.09911	0	NA	NA	NA
3.44	0.817	1.97	0.07072	0.485842	3.87	0.07072	0	NA	NA	NA
6.35	-0.414	-1.2	0.2497	0.694559	1.45	0.2497	0	A_24_P405298	5500	PPP1CB
5.95	-0.963	-2.81	0.01462	0.294015	7.92	0.01462	0	NA	NA	NA
5.27	-1.072	-1.46	0.16838	0.620971	2.13	0.16838	0	NA	NA	NA
14.39	0.23	0.91	0.37818	0.782877	0.83	0.37818	0	NA	NA	NA
5.39	-0.859	-1.56	0.14238	0.592081	2.44	0.14238	0	A_24_P934387	NA	
4.03	0.666	1.5	0.15781	0.610536	2.25	0.15781	0	NA	NA	NA
2.46	-0.097	-0.27	0.7924	0.950937	0.07	0.7924	0	A_24_P309095	5649	RELN
10.19	-0.398	-1.43	0.17629	0.628557	2.04	0.17629	0	NA	NA	NA
3.95	0.268	0.78	0.44982	0.823513	0.61	0.44982	0	NA	NA	NA
12.61	0.108	0.4	0.69384	0.918799	0.16	0.69384	0	NA	NA	NA
8.83	0.062	0.18	0.85882	0.968593	0.03	0.85882	0	NA	NA	NA
8.35	-0.839	-1.85	0.0868	0.516415	3.43	0.0868	0	NA	NA	NA
10.24	-0.307	-1.12	0.28381	0.721434	1.25	0.28381	0	A_23_P78152	79003	MIS12
10.27	-0.133	-0.4	0.69647	0.919835	0.16	0.69647	0	NA	NA	NA
6.44	-0.399	-0.95	0.36132	0.772516	0.9	0.36132	0	NA	NA	NA
3.11	0.417	1.06	0.30801	0.738065	1.13	0.30801	0	NA	NA	NA
4.55	0.064	0.19	0.85257	0.966925	0.04	0.85257	0	NA	NA	NA
8.72	-0.234	-0.76	0.46004	0.828235	0.58	0.46004	0	NA	NA	NA
3.28	-0.087	-0.29	0.77456	0.946083	0.09	0.77456	0	NA	NA	NA
8.99	0.341	1.04	0.31816	0.744439	1.08	0.31816	0	NA	NA	NA
3.49	1.577	3.25	0.00634	0.219707	10.55	0.00634	0	NA	NA	NA
3.19	-0.416	-0.92	0.37205	0.779106	0.85	0.37205	0	NA	NA	NA
5.45	-1.2	-2.46	0.02867	0.365965	6.05	0.02867	0	NA	NA	NA
7.82	1.106	3.67	0.00284	0.162114	13.44	0.00284	0	NA	NA	NA
11.27	0.12	0.38	0.70798	0.924295	0.15	0.70798	0	NA	NA	NA
4.49	-0.298	-0.77	0.45641	0.826678	0.59	0.45641	0	A_23_P85140	140597	TCEAL2
5.34	-0.55	-1.74	0.10594	0.545847	3.02	0.10594	0	NA	NA	NA
10.13	-0.025	-0.09	0.93153	0.984332	0.01	0.93153	0	A_23_P164559	283489	C13orf8
10.21	0.341	0.97	0.34966	0.764487	0.94	0.34966	0	NA	NA	NA
9.83	0.247	0.87	0.39978	0.795207	0.76	0.39978	0	NA	NA	NA
6.26	0.219	0.5	0.6286	0.896602	0.25	0.6286	0	NA	NA	NA
7.14	-0.033	-0.08	0.93436	0.985047	0.01	0.93436	0	A_23_P27005	79154	MGC4172
4.6	0.462	0.88	0.39714	0.793779	0.77	0.39714	0	NA	NA	NA
8.05	-0.316	-0.85	0.41053	0.800416	0.72	0.41053	0	NA	NA	NA
4.67	0.84	2.61	0.02174	0.335812	6.79	0.02174	0	A_24_P282416	25	ABL1
11.91	-0.174	-0.45	0.66065	0.908418	0.2	0.66065	0	NA	NA	NA
8.63	-0.244	-0.38	0.71013	0.924892	0.14	0.71013	0	NA	NA	NA
3.59	0.336	1.04	0.31896	0.744819	1.07	0.31896	0	NA	NA	NA
3.11	-0.398	-0.91	0.38163	0.78501	0.82	0.38163	0	A_23_P93960	136242	LOC136242
5.33	-0.613	-1.27	0.22795	0.677322	1.6	0.22795	0	NA	NA	NA
4.18	0.352	0.52	0.61454	0.891904	0.27	0.61454	0	NA	NA	NA
6.89	-0.372	-1.19	0.25704	0.700687	1.41	0.25704	0	NA	NA	NA
3.45	0.075	0.19	0.84892	0.965832	0.04	0.84892	0	NA	NA	NA
9.22	-0.627	-1.61	0.13213	0.578809	2.58	0.13213	0	NA	NA	NA
3.82	-0.16	-0.35	0.73517	0.932599	0.12	0.73517	0	A_23_P404575	166863	MGC27016
12.23	-0.187	-0.71	0.4914	0.84261	0.5	0.4914	0	A_23_P91891	9276	COPB2
5.97	-0.264	-0.59	0.56438	0.871832	0.35	0.56438	0	NA	NA	NA
8.01	-0.085	-0.2	0.84227	0.964465	0.04	0.84227	0	NA	NA	NA
3.93	1.025	2.57	0.02325	0.343072	6.61	0.02325	0	NA	NA	NA
7.11	0.07	0.18	0.86141	0.969037	0.03	0.86141	0	NA	NA	NA
6.33	0.006	0.02	0.98334	0.995731	0	0.98334	0	NA	NA	NA
10.04	0.165	0.46	0.65552	0.907126	0.21	0.65552	0	NA	NA	NA
6.85	0.284	0.86	0.4049	0.797509	0.74	0.4049	0	NA	NA	NA
7.53	-0.026	-0.1	0.92483	0.982909	0.01	0.92483	0	NA	NA	NA
5.51	0.96	1.66	0.12138	0.564649	2.75	0.12138	0	NA	NA	NA
9.38	0.042	0.12	0.90811	0.978256	0.01	0.90811	0	NA	NA	NA
4.08	1.067	2.28	0.04019	0.405681	5.19	0.04019	0	NA	NA	NA
8.9	-0.366	-0.76	0.46116	0.828715	0.58	0.46116	0	NA	NA	NA
3.87	0.657	1.74	0.10596	0.545847	3.02	0.10596	0	NA	NA	NA
7.68	-0.018	-0.05	0.96273	0.991319	0	0.96273	0	NA	NA	NA
4.62	-0.641	-1.45	0.16994	0.622296	2.11	0.16994	0	NA	NA	NA
4.26	-0.269	-0.71	0.4884	0.841227	0.51	0.4884	0	NA	NA	NA
8.93	-0.461	-0.84	0.41732	0.804981	0.7	0.41732	0	NA	NA	NA
4.8	0.488	1.6	0.13256	0.579344	2.57	0.13256	0	NA	NA	NA
5.72	0.213	0.66	0.52227	0.855273	0.43	0.52227	0	NA	NA	NA
3.25	0.636	1.82	0.09247	0.526451	3.3	0.09247	0	NA	NA	NA
12.06	-0.203	-0.61	0.55279	0.867847	0.37	0.55279	0	A_23_P137848	79590	MRPL24
7.13	-0.231	-0.57	0.58154	0.87879	0.32	0.58154	0	NA	NA	NA
4.02	0.396	1.3	0.21543	0.665043	1.7	0.21543	0	NA	NA	NA
6.61	0.239	0.55	0.59211	0.882918	0.3	0.59211	0	A_23_P350451	639	PRDM1
8.13	0.338	1.17	0.26287	0.704597	1.37	0.26287	0	NA	NA	NA
8.61	-0.337	-0.69	0.50336	0.847877	0.47	0.50336	0	NA	NA	NA
4.61	-0.189	-0.33	0.75022	0.93879	0.11	0.75022	0	NA	NA	NA
4.23	-0.673	-1.76	0.10146	0.53981	3.11	0.10146	0	NA	NA	NA
5.7	-0.815	-1.19	0.25697	0.700639	1.41	0.25697	0	NA	NA	NA
2.65	-0.207	-0.42	0.68242	0.914734	0.18	0.68242	0	A_32_P478512	NA	
12.28	-0.234	-0.8	0.43961	0.818014	0.64	0.43961	0	NA	NA	NA
9.29	-0.55	-1.93	0.0763	0.494732	3.71	0.0763	0	NA	NA	NA
5.4	0.178	0.37	0.71868	0.927082	0.14	0.71868	0	A_24_P349196	NA	
8.11	-0.271	-0.51	0.62131	0.894213	0.26	0.62131	0	A_24_P69691	219749	ZNF25
6.13	0.223	0.51	0.6179	0.893289	0.26	0.6179	0	NA	NA	NA
4.8	0.298	0.76	0.46057	0.828435	0.58	0.46057	0	NA	NA	NA
11.74	-0.565	-1.85	0.08755	0.518122	3.41	0.08755	0	A_23_P94095	157567	ANKRD46
10.66	0.325	1.04	0.31682	0.743824	1.08	0.31682	0	NA	NA	NA
8.82	-0.058	-0.15	0.88173	0.972969	0.02	0.88173	0	NA	NA	NA
4.41	-0.182	-0.38	0.70756	0.924148	0.15	0.70756	0	NA	NA	NA
5.59	-0.249	-0.51	0.61935	0.893515	0.26	0.61935	0	NA	NA	NA
4.61	0.745	1.87	0.08438	0.511257	3.49	0.08438	0	A_32_P203528	NA	
3.66	-0.379	-1.07	0.30449	0.735728	1.14	0.30449	0	NA	NA	NA
2.58	-0.178	-0.45	0.66212	0.908777	0.2	0.66212	0	A_23_P419760	10321	CRISP3
10.09	-0.068	-0.15	0.88327	0.973246	0.02	0.88327	0	NA	NA	NA
12.28	-0.281	-1.01	0.32911	0.749838	1.03	0.32911	0	A_23_P146367	84270	C9orf89
4.9	-1.475	-2.83	0.01416	0.290236	8.01	0.01416	0	NA	NA	NA
7	-0.724	-1.59	0.13491	0.582648	2.54	0.13491	0	NA	NA	NA
5.23	0.684	2.27	0.04108	0.409091	5.14	0.04108	0	NA	NA	NA
9.68	0.541	1.87	0.08412	0.511144	3.5	0.08412	0	A_23_P69670	55330	CNO
4.6	0.18	0.4	0.69715	0.920165	0.16	0.69715	0	NA	NA	NA
4.23	0.389	1.4	0.18525	0.638079	1.96	0.18525	0	NA	NA	NA
7.21	-1.309	-3.35	0.00526	0.206825	11.19	0.00526	0	NA	NA	NA
2.8	-0.496	-1.2	0.25189	0.696239	1.44	0.25189	0	NA	NA	NA
2.62	0.156	0.27	0.79065	0.950434	0.07	0.79065	0	NA	NA	NA
8.47	1.526	3.87	0.00191	0.136898	15.01	0.00191	0	NA	NA	NA
5.59	-0.071	-0.07	0.94297	0.987147	0.01	0.94297	0	NA	NA	NA
9.09	0.082	0.21	0.83784	0.963309	0.04	0.83784	0	NA	NA	NA
11.47	0.088	0.26	0.80206	0.953852	0.07	0.80206	0	A_32_P751535	391132	LOC391132
9.9	-0.457	-1.32	0.21022	0.661061	1.74	0.21022	0	NA	NA	NA
