probe	pvalue	adj.pvalue	symbol	probe	entrez	group
218026_at	0.88149	0.999858	COA3	218026_at	28958	
218027_at	0.4441	0.999858	MRPL15	218027_at	29088	
218028_at	0.58704	0.999858	ELOVL1 /// MIR6734	218028_at	NA	
218029_at	0.48049	0.999858	FAM65A	218029_at	NA	
218030_at	0.301	0.999858	GIT1	218030_at	28964	
218031_s_at	0.34996	0.999858	FOXN3	218031_s_at	1112	
218032_at	0.04767	0.926443	SNN	218032_at	8303	
218033_s_at	0.41534	0.999858	SNN	218033_s_at	8303	
218034_at	0.89149	0.999858	FIS1	218034_at	51024	
218035_s_at	0.33647	0.999858	RBM47	218035_s_at	54502	
218036_x_at	0.04604	0.919017	NMD3	218036_x_at	51068	
218037_at	0.98567	0.999858	FAM134A	218037_at	NA	
218038_at	0.83147	0.999858	ATP5SL	218038_at	55101	
218039_at	0.21998	0.999858	NUSAP1	218039_at	51203	
218040_at	0.48321	0.999858	PRPF38B	218040_at	55119	
218041_x_at	0.65877	0.999858	SLC38A2	218041_x_at	54407	
218042_at	0.69291	0.999858	COPS4	218042_at	51138	
218045_x_at	0.80258	0.999858	PTMS	218045_x_at	5763	
218046_s_at	0.63392	0.999858	MRPS16	218046_s_at	51021	
218047_at	0.28941	0.999858	OSBPL9	218047_at	114883	
218048_at	0.8855	0.999858	COMMD3	218048_at	23412	
218049_s_at	0.09424	0.999858	MRPL13	218049_s_at	28998	
218050_at	0.45851	0.999858	UFM1	218050_at	51569	
218051_s_at	0.04364	0.903928	NT5DC2	218051_s_at	64943	
218052_s_at	0.51308	0.999858	ATP13A1	218052_s_at	57130	
218053_at	0.54226	0.999858	PRPF40A	218053_at	55660	
218054_s_at	0.9716	0.999858	KXD1	218054_s_at	79036	
218055_s_at	0.81116	0.999858	WDR41	218055_s_at	55255	
218056_at	0.5425	0.999858	BFAR	218056_at	51283	
218057_x_at	0.22654	0.999858	EMC8	218057_x_at	10328	
218058_at	0.03164	0.816747	CXXC1	218058_at	30827	
218059_at	0.33928	0.999858	ZNF706	218059_at	51123	
218060_s_at	0.93044	0.999858	USB1	218060_s_at	79650	
218061_at	0.27792	0.999858	MEA1	218061_at	4201	
218062_x_at	0.50485	0.999858	CDC42EP4	218062_x_at	23580	
218063_s_at	0.89391	0.999858	CDC42EP4	218063_s_at	23580	
218064_s_at	0.65404	0.999858	AKAP8L	218064_s_at	26993	
218065_s_at	0.35031	0.999858	TMEM9B	218065_s_at	56674	
218066_at	0.6733	0.999858	SLC12A7	218066_at	10723	
218067_s_at	0.75955	0.999858	ARGLU1	218067_s_at	55082	
218068_s_at	0.67004	0.999858	ZNF672	218068_s_at	79894	
218069_at	0.65168	0.999858	DCTPP1	218069_at	79077	
218070_s_at	0.71894	0.999858	GMPPA	218070_s_at	29926	
218071_s_at	0.45688	0.999858	MKRN2	218071_s_at	23609	
218072_at	0.88085	0.999858	COMMD9	218072_at	29099	
218073_s_at	0.3372	0.999858	NDC1	218073_s_at	55706	
218074_at	0.36806	0.999858	FAM96B	218074_at	51647	
218075_at	0.53641	0.999858	AAAS	218075_at	8086	
218076_s_at	0.74335	0.999858	ARHGAP17	218076_s_at	55114	
218077_s_at	0.82478	0.999858	ZDHHC3	218077_s_at	51304	
218078_s_at	0.63407	0.999858	ZDHHC3	218078_s_at	51304	
218079_s_at	0.49664	0.999858	GGNBP2	218079_s_at	79893	
218080_x_at	0.06453	0.986101	FAF1	218080_x_at	11124	
218082_s_at	0.68431	0.999858	UBP1	218082_s_at	7342	
218083_at	0.31221	0.999858	PTGES2	218083_at	80142	
218084_x_at	0.09092	0.999858	FXYD5	218084_x_at	53827	
218085_at	0.98392	0.999858	CHMP5	218085_at	51510	
218086_at	0.07305	0.999858	NPDC1	218086_at	56654	
218087_s_at	0.40026	0.999858	SORBS1	218087_s_at	10580	
218088_s_at	0.22222	0.999858	RRAGC	218088_s_at	64121	
218089_at	0.85913	0.999858	AAR2	218089_at	25980	
218090_s_at	0.6251	0.999858	WDR11	218090_s_at	55717	
218091_at	0.96575	0.999858	AGFG1	218091_at	3267	
218092_s_at	0.79626	0.999858	AGFG1	218092_s_at	3267	
218093_s_at	0.15689	0.999858	ANKRD10	218093_s_at	55608	
218094_s_at	0.55404	0.999858	DBNDD2 /// SYS1 /// SYS1-DBNDD2	218094_s_at	NA	
218095_s_at	0.26674	0.999858	TMEM165	218095_s_at	55858	
218096_at	0.00863	0.527768	AGPAT5	218096_at	55326	
218097_s_at	0.29343	0.999858	CUEDC2	218097_s_at	79004	
218098_at	0.93631	0.999858	ARFGEF2	218098_at	10564	
218099_at	0.79663	0.999858	TEX2	218099_at	55852	
218100_s_at	0.91079	0.999858	IFT57	218100_s_at	55081	
218101_s_at	0.96093	0.999858	NDUFC2 /// NDUFC2-KCTD14	218101_s_at	NA	
218102_at	0.43499	0.999858	DERA	218102_at	51071	
218103_at	0.46547	0.999858	FTSJ3	218103_at	117246	
218104_at	0.41892	0.999858	TEX10	218104_at	54881	
218105_s_at	0.53816	0.999858	MRPL4	218105_s_at	51073	
218106_s_at	0.38767	0.999858	MRPS10	218106_s_at	55173	
218107_at	0.81901	0.999858	WDR26	218107_at	80232	
218108_at	0.63374	0.999858	UBR7	218108_at	55148	
218109_s_at	0.2142	0.999858	MFSD1	218109_s_at	64747	
218110_at	0.59274	0.999858	XAB2	218110_at	56949	
218111_s_at	0.09206	0.999858	CMAS	218111_s_at	55907	
218112_at	0.48009	0.999858	MRPS34	218112_at	65993	
218113_at	0.65236	0.999858	TMEM2	218113_at	23670	
218114_at	0.31733	0.999858	GGA1	218114_at	26088	
218115_at	0.82608	0.999858	ASF1B	218115_at	55723	
218116_at	0.41582	0.999858	C9orf78	218116_at	51759	
218117_at	0.57196	0.999858	RBX1	218117_at	9978	
218118_s_at	0.42658	0.999858	TIMM23 /// TIMM23B	218118_s_at	NA	
218119_at	0.23887	0.999858	TIMM23 /// TIMM23B	218119_at	NA	
218120_s_at	0.02115	0.734168	HMOX2	218120_s_at	3163	
218121_at	0.05243	0.954016	HMOX2	218121_at	3163	
218122_s_at	0.31824	0.999858	SENP2	218122_s_at	59343	
218123_at	0.61447	0.999858	C21orf59	218123_at	56683	
218124_at	0.64064	0.999858	RETSAT	218124_at	54884	
218125_s_at	0.19273	0.999858	CCDC25	218125_s_at	55246	
218126_at	0.26401	0.999858	RMDN3	218126_at	55177	
218127_at	0.02597	0.77948	NFYB	218127_at	4801	
218129_s_at	0.05277	0.954016	NFYB	218129_s_at	4801	
218130_at	0.30623	0.999858	C17orf62	218130_at	79415	
218131_s_at	0.5572	0.999858	GATAD2A	218131_s_at	54815	
218132_s_at	0.44898	0.999858	TSEN34	218132_s_at	79042	
218133_s_at	0.24071	0.999858	NIF3L1	218133_s_at	60491	
218134_s_at	0.01926	0.72348	RBM22	218134_s_at	55696	
218135_at	0.89754	0.999858	ERGIC2	218135_at	51290	
218136_s_at	0.10162	0.999858	SLC25A37	218136_s_at	51312	
218137_s_at	0.96904	0.999858	SMAP1	218137_s_at	60682	
218138_at	0.11706	0.999858	MKKS	218138_at	8195	
218139_s_at	0.03289	0.830007	AP5M1	218139_s_at	55745	
218140_x_at	0.07263	0.999858	SRPRB	218140_x_at	58477	
218141_at	0.57259	0.999858	UBE2O	218141_at	63893	
218142_s_at	0.35878	0.999858	CRBN	218142_s_at	51185	
218143_s_at	0.8178	0.999858	SCAMP2	218143_s_at	10066	
218144_s_at	0.9228	0.999858	INF2	218144_s_at	64423	
218145_at	0.57451	0.999858	TRIB3	218145_at	57761	
218146_at	0.11342	0.999858	GLT8D1	218146_at	55830	
218147_s_at	0.50517	0.999858	GLT8D1	218147_s_at	55830	
218148_at	0.16665	0.999858	CENPT	218148_at	80152	
218149_s_at	0.77616	0.999858	ZNF395	218149_s_at	55893	
218150_at	0.9133	0.999858	ARL5A /// LOC101929356	218150_at	NA	
218151_x_at	0.27556	0.999858	SLC52A2	218151_x_at	79581	
218152_at	0.50832	0.999858	HMG20A	218152_at	10363	
218153_at	0.7242	0.999858	CARS2	218153_at	79587	
218154_at	0.78974	0.999858	GSDMD	218154_at	79792	
218155_x_at	0.52271	0.999858	TSR1	218155_x_at	55720	
218156_s_at	0.78533	0.999858	TSR1	218156_s_at	55720	
218157_x_at	0.6813	0.999858	CDC42SE1	218157_x_at	56882	
218158_s_at	0.94258	0.999858	APPL1	218158_s_at	26060	
218159_at	0.05108	0.949859	DDRGK1	218159_at	65992	
218160_at	0.32322	0.999858	NDUFA8	218160_at	4702	
218161_s_at	0.70037	0.999858	CLN6	218161_s_at	54982	
218162_at	0.00067	0.157907	OLFML3	218162_at	56944	
218163_at	0.14616	0.999858	MCTS1	218163_at	28985	
218164_at	0.03053	0.810491	SPATA20	218164_at	64847	
218165_at	0.49274	0.999858	MEAF6	218165_at	64769	
218166_s_at	0.40104	0.999858	RSF1	218166_s_at	51773	
218167_at	0.38004	0.999858	AMZ2	218167_at	51321	
218168_s_at	0.30656	0.999858	ADCK3	218168_s_at	NA	
218169_at	0.32455	0.999858	VAC14	218169_at	55697	
218170_at	0.18371	0.999858	ISOC1	218170_at	51015	
218171_at	0.9769	0.999858	VPS4B	218171_at	9525	
218172_s_at	0.52521	0.999858	DERL1	218172_s_at	79139	
218173_s_at	0.7631	0.999858	WHSC1L1	218173_s_at	NA	
218175_at	0.04731	0.924784	CCDC92	218175_at	80212	
218176_at	0.96342	0.999858	MAGEF1	218176_at	64110	
218177_at	0.51539	0.999858	CHMP1B	218177_at	57132	
218178_s_at	0.47319	0.999858	CHMP1B	218178_s_at	57132	
218180_s_at	0.14776	0.999858	EPS8L2	218180_s_at	64787	
218181_s_at	0.71274	0.999858	MAP4K4	218181_s_at	9448	
218182_s_at	0.03521	0.853821	CLDN1	218182_s_at	9076	
218183_at	0.94796	0.999858	CDIP1	218183_at	29965	
218184_at	0.62769	0.999858	TULP4	218184_at	56995	
218185_s_at	0.94771	0.999858	ARMC1	218185_s_at	55156	
218186_at	0.00162	0.240675	RAB25	218186_at	57111	
218187_s_at	0.87147	0.999858	C8orf33	218187_s_at	65265	
218188_s_at	0.13866	0.999858	TIMM13	218188_s_at	26517	
218189_s_at	0.46136	0.999858	NANS	218189_s_at	54187	
218190_s_at	0.65465	0.999858	UQCR10	218190_s_at	29796	
218191_s_at	0.18987	0.999858	LMBRD1	218191_s_at	55788	
218192_at	0.16331	0.999858	IP6K2	218192_at	51447	
218193_s_at	0.77345	0.999858	GOLT1B	218193_s_at	51026	
218194_at	0.26386	0.999858	REXO2	218194_at	25996	
218195_at	0.18469	0.999858	C6orf211	218195_at	NA	
218196_at	0.39553	0.999858	OSTM1	218196_at	28962	
218198_at	0.14702	0.999858	DHX32	218198_at	55760	
218199_s_at	0.98762	0.999858	NOL6	218199_s_at	65083	
218200_s_at	0.14628	0.999858	NDUFB2	218200_s_at	4708	
218201_at	0.12776	0.999858	NDUFB2	218201_at	4708	
218203_at	0.5643	0.999858	ALG5	218203_at	29880	
218204_s_at	0.57947	0.999858	FYCO1	218204_s_at	79443	
218205_s_at	0.96757	0.999858	MKNK2	218205_s_at	2872	
218206_x_at	0.19505	0.999858	SCAND1	218206_x_at	51282	
218208_at	0.73095	0.999858	PQLC1	218208_at	80148	
218209_s_at	0.25645	0.999858	RPRD1A	218209_s_at	55197	
218210_at	0.25357	0.999858	FN3KRP	218210_at	79672	
218211_s_at	0.02187	0.73955	MLPH	218211_s_at	79083	
218212_s_at	0.19398	0.999858	MOCS2	218212_s_at	4338	
218213_s_at	0.54069	0.999858	TMEM258	218213_s_at	746	
218214_at	0.9622	0.999858	ATG101	218214_at	60673	
218215_s_at	0.1554	0.999858	NR1H2	218215_s_at	7376	
218216_x_at	0.79898	0.999858	ARL6IP4	218216_x_at	51329	
218217_at	0.50006	0.999858	SCPEP1	218217_at	59342	
218218_at	0.36882	0.999858	APPL2	218218_at	55198	
218219_s_at	0.6774	0.999858	LANCL2	218219_s_at	55915	
218220_at	0.92935	0.999858	C12orf10	218220_at	60314	
218221_at	0.58967	0.999858	ARNT	218221_at	405	
218222_x_at	0.32412	0.999858	ARNT	218222_x_at	405	
218223_s_at	0.7867	0.999858	PLEKHO1	218223_s_at	51177	
218224_at	0.0353	0.853821	PNMA1	218224_at	9240	
218225_at	0.81755	0.999858	ECSIT	218225_at	51295	
218226_s_at	0.84652	0.999858	NDUFB4	218226_s_at	4710	
218227_at	0.66071	0.999858	NUBP2	218227_at	10101	
218228_s_at	0.5242	0.999858	TNKS2	218228_s_at	80351	
218229_s_at	0.23214	0.999858	POGK	218229_s_at	57645	
218230_at	0.85296	0.999858	ARFIP1	218230_at	27236	
218231_at	0.53899	0.999858	NAGK	218231_at	55577	
218232_at	0.12124	0.999858	C1QA	218232_at	712	
218233_s_at	0.99345	0.999858	PRICKLE4 /// TOMM6	218233_s_at	NA	
218234_at	0.63723	0.999858	ING4	218234_at	51147	
218235_s_at	0.61292	0.999858	UTP11L	218235_s_at	NA	
218236_s_at	0.26811	0.999858	PRKD3	218236_s_at	23683	
218237_s_at	0.76301	0.999858	SLC38A1	218237_s_at	81539	
218238_at	0.07145	0.999858	GTPBP4	218238_at	23560	
218239_s_at	0.94875	0.999858	GTPBP4	218239_s_at	23560	
218240_at	0.61605	0.999858	NKIRAS2	218240_at	28511	
218241_at	0.85446	0.999858	GOLGA5	218241_at	9950	
218242_s_at	0.05145	0.949859	SUV420H1	218242_s_at	NA	
218243_at	0.3579	0.999858	RUFY1	218243_at	80230	
218244_at	0.82741	0.999858	NOL8	218244_at	55035	
218245_at	0.32945	0.999858	TSKU	218245_at	25987	
218246_at	0.32086	0.999858	MUL1	218246_at	79594	
218247_s_at	0.38683	0.999858	MEX3C	218247_s_at	51320	
218248_at	0.28152	0.999858	FAM111A	218248_at	63901	
218249_at	0.81498	0.999858	ZDHHC6	218249_at	64429	
218250_s_at	0.34536	0.999858	CNOT7	218250_s_at	29883	
218251_at	0.3247	0.999858	MID1IP1	218251_at	58526	
218252_at	0.01377	0.644297	CKAP2	218252_at	26586	
218253_s_at	0.60739	0.999858	EIF2D	218253_s_at	1939	
218254_s_at	0.73018	0.999858	SAR1B	218254_s_at	51128	
218255_s_at	0.88297	0.999858	FBRS	218255_s_at	64319	
218256_s_at	0.84738	0.999858	NUP54	218256_s_at	53371	
218257_s_at	0.04371	0.904052	UGGT1	218257_s_at	56886	
218258_at	0.75577	0.999858	POLR1D	218258_at	51082	
218259_at	0.34567	0.999858	MKL2	218259_at	57496	
218260_at	0.19695	0.999858	DDA1	218260_at	79016	
218261_at	0.31797	0.999858	AP1M2	218261_at	10053	
218262_at	0.24119	0.999858	RMND5B	218262_at	64777	
218263_s_at	0.92007	0.999858	ZBED5	218263_s_at	58486	
218264_at	0.69896	0.999858	BCCIP	218264_at	56647	
218265_at	0.37676	0.999858	SECISBP2	218265_at	79048	
218266_s_at	0.86116	0.999858	NCS1	218266_s_at	23413	
218267_at	0.44649	0.999858	CINP	218267_at	51550	
218268_at	0.68473	0.999858	TBC1D15	218268_at	64786	
218269_at	0.16478	0.999858	DROSHA	218269_at	29102	
218270_at	0.69386	0.999858	MRPL24	218270_at	79590	
218271_s_at	0.65439	0.999858	PARL	218271_s_at	55486	
218272_at	0.4153	0.999858	TTC38	218272_at	55020	
218273_s_at	0.46523	0.999858	PDP1	218273_s_at	54704	
218274_s_at	0.01684	0.695004	ANKZF1	218274_s_at	55139	
218275_at	0.43009	0.999858	SLC25A10	218275_at	1468	
218276_s_at	0.66923	0.999858	SAV1	218276_s_at	60485	
218277_s_at	0.36204	0.999858	DHX40	218277_s_at	79665	
218279_s_at	0.40569	0.999858		218279_s_at	NA	
218280_x_at	0.12328	0.999858	HIST2H2AA3 /// HIST2H2AA4	218280_x_at	NA	
218281_at	0.15218	0.999858	MRPL48	218281_at	51642	
218282_at	0.57437	0.999858	EDEM2	218282_at	55741	
218283_at	0.87084	0.999858	SS18L2	218283_at	51188	
218284_at	0.10686	0.999858	SMAD3	218284_at	4088	
218285_s_at	0.46308	0.999858	BDH2	218285_s_at	56898	
218286_s_at	0.24289	0.999858	RNF7	218286_s_at	9616	
218287_s_at	0.0987	0.999858	AGO1	218287_s_at	26523	
218288_s_at	0.6852	0.999858	CCDC90B	218288_s_at	60492	
218289_s_at	0.95352	0.999858	UBA5	218289_s_at	79876	
218290_at	0.35201	0.999858	MIR6789 /// PLEKHJ1	218290_at	NA	
218291_at	0.1574	0.999858	LAMTOR2	218291_at	28956	
218292_s_at	0.31148	0.999858	PRKAG2	218292_s_at	51422	
218294_s_at	0.72886	0.999858	NUP50	218294_s_at	10762	
218295_s_at	0.07748	0.999858	NUP50	218295_s_at	10762	
218296_x_at	0.78436	0.999858	MSTO1 /// MSTO2P	218296_x_at	NA	
218297_at	0.44696	0.999858	FAM188A	218297_at	NA	
218298_s_at	0.16223	0.999858	C14orf159	218298_s_at	80017	
218299_at	0.7441	0.999858	C11orf24	218299_at	53838	
218300_at	0.98772	0.999858	PAGR1	218300_at	79447	
218301_at	0.68425	0.999858	RNPEPL1	218301_at	57140	
218302_at	0.11987	0.999858	PSENEN	218302_at	55851	
218303_x_at	0.93165	0.999858	KRCC1	218303_x_at	51315	
218304_s_at	0.19355	0.999858	OSBPL11	218304_s_at	114885	
218305_at	0.58896	0.999858	IPO4	218305_at	79711	
218306_s_at	0.07274	0.999858	HERC1	218306_s_at	8925	
218307_at	0.10613	0.999858	RSAD1	218307_at	55316	
218308_at	0.50167	0.999858	TACC3	218308_at	10460	
218309_at	0.65005	0.999858	CAMK2N1	218309_at	55450	
218310_at	0.38236	0.999858	KCTD7 /// RABGEF1	218310_at	NA	
218311_at	0.2679	0.999858	MAP4K3	218311_at	8491	
218312_s_at	0.63862	0.999858	ZSCAN18	218312_s_at	65982	
218313_s_at	0.0201	0.727889	GALNT7	218313_s_at	51809	
218314_s_at	0.91099	0.999858	C11orf57	218314_s_at	55216	
218315_s_at	0.61228	0.999858	CDK5RAP1	218315_s_at	51654	
218316_at	0.19568	0.999858	TIMM9	218316_at	26520	
218317_x_at	0.25853	0.999858	LOC101929864 /// SLX1A /// SLX1B	218317_x_at	NA	
218318_s_at	0.67592	0.999858	NLK	218318_s_at	51701	
218319_at	0.10446	0.999858	PELI1	218319_at	57162	
218320_s_at	0.9102	0.999858	NDUFB11	218320_s_at	54539	
218321_x_at	0.63626	0.999858	STYXL1	218321_x_at	51657	
218322_s_at	0.76276	0.999858	ACSL5	218322_s_at	51703	
218323_at	0.32917	0.999858	RHOT1	218323_at	55288	
218324_s_at	0.72822	0.999858	SPATS2	218324_s_at	65244	
218325_s_at	0.08756	0.999858	DIDO1	218325_s_at	11083	
218326_s_at	0.39689	0.999858	LGR4	218326_s_at	55366	
218327_s_at	0.5603	0.999858	SNAP29	218327_s_at	9342	
218328_at	0.61395	0.999858	COQ4	218328_at	51117	
218329_at	0.60085	0.999858	PRDM4	218329_at	11108	
218330_s_at	0.52001	0.999858	NAV2	218330_s_at	89797	
218331_s_at	0.47198	0.999858	FAM208B	218331_s_at	54906	
218332_at	0.53656	0.999858	BEX1	218332_at	55859	
218333_at	0.83818	0.999858	DERL2	218333_at	51009	
218334_at	0.88365	0.999858	THOC7	218334_at	80145	
218335_x_at	0.24298	0.999858	TNIP2	218335_x_at	79155	
218336_at	0.36348	0.999858	PFDN2	218336_at	5202	
218337_at	0.24935	0.999858	FAM160B2	218337_at	64760	
218338_at	0.7724	0.999858	PHC1	218338_at	1911	
218339_at	0.45151	0.999858	MRPL22	218339_at	29093	
218340_s_at	0.57411	0.999858	UBA6	218340_s_at	55236	
218341_at	0.09522	0.999858	PPCS	218341_at	79717	
218342_s_at	0.29472	0.999858	ERMP1	218342_s_at	79956	
218343_s_at	0.44295	0.999858	GTF3C3	218343_s_at	9330	
218344_s_at	0.52171	0.999858	RCOR3	218344_s_at	55758	
218345_at	0.00106	0.185484	TMEM176A	218345_at	55365	
218346_s_at	0.07751	0.999858	SESN1	218346_s_at	27244	
218347_at	0.31988	0.999858	TYW1	218347_at	55253	
218348_s_at	0.65858	0.999858	ZC3H7A	218348_s_at	29066	
218349_s_at	0.96634	0.999858	ZWILCH	218349_s_at	55055	
218350_s_at	0.13383	0.999858	GMNN	218350_s_at	51053	
218351_at	0.51762	0.999858	COMMD8	218351_at	54951	
218352_at	0.23522	0.999858	RCBTB1	218352_at	55213	
218353_at	0.60846	0.999858	RGS5	218353_at	8490	
218354_at	0.3766	0.999858	TRAPPC2L	218354_at	51693	
218355_at	0.53354	0.999858	KIF4A	218355_at	24137	
218356_at	0.93302	0.999858	FTSJ2	218356_at	NA	
218357_s_at	0.28747	0.999858	TIMM8B	218357_s_at	26521	
218358_at	0.02226	0.739728	CRELD2	218358_at	79174	
218359_at	0.86807	0.999858	NRSN2	218359_at	80023	
218360_at	0.25661	0.999858	RAB22A	218360_at	57403	
218361_at	0.16909	0.999858	GOLPH3L	218361_at	55204	
218363_at	0.75803	0.999858	EXD2	218363_at	55218	
218364_at	0.40977	0.999858	LRRFIP2	218364_at	9209	
218365_s_at	0.55225	0.999858	DARS2	218365_s_at	55157	
218366_x_at	0.25597	0.999858	METTL17	218366_x_at	64745	
218367_x_at	0.92812	0.999858	USP21	218367_x_at	27005	
218368_s_at	0.15186	0.999858	TNFRSF12A	218368_s_at	51330	
218370_s_at	0.93457	0.999858	S100PBP	218370_s_at	64766	
218371_s_at	0.35824	0.999858	PSPC1	218371_s_at	55269	
218372_at	0.32345	0.999858	MED9	218372_at	55090	
218373_at	0.41688	0.999858	AKTIP	218373_at	64400	
218374_s_at	0.6705	0.999858	C12orf4	218374_s_at	57102	
218375_at	0.42144	0.999858	NUDT9	218375_at	53343	
218376_s_at	0.94169	0.999858	MICAL1	218376_s_at	64780	
218377_s_at	0.01899	0.72168	RWDD2B	218377_s_at	10069	
218378_s_at	0.22971	0.999858	LOC100289561 /// LOC100630923 /// PRKRIP1	218378_s_at	NA	
218379_at	0.8102	0.999858	RBM7	218379_at	10179	
218380_at	0.51588	0.999858	LOC728392	218380_at	728392	
218381_s_at	0.82949	0.999858	U2AF2	218381_s_at	11338	
218382_s_at	0.67376	0.999858	U2AF2	218382_s_at	11338	
218383_at	0.62644	0.999858	HAUS4 /// MIR4707	218383_at	NA	
218384_at	0.0021	0.266199	CARHSP1	218384_at	23589	
218385_at	0.50232	0.999858	MRPS18A	218385_at	55168	
218386_x_at	0.92881	0.999858	USP16	218386_x_at	10600	
218387_s_at	0.89235	0.999858	PGLS	218387_s_at	25796	
218388_at	0.16277	0.999858	PGLS	218388_at	25796	
218389_s_at	0.80166	0.999858	APH1A	218389_s_at	51107	
218391_at	0.45076	0.999858	SNF8	218391_at	11267	
218392_x_at	0.9594	0.999858	SFXN1	218392_x_at	94081	
218393_s_at	0.71661	0.999858	SMU1	218393_s_at	55234	
218394_at	0.26796	0.999858	ROGDI	218394_at	79641	
218395_at	0.35887	0.999858	ACTR6	218395_at	64431	
218396_at	0.5729	0.999858	VPS13C	218396_at	54832	
218398_at	0.23951	0.999858	MRPS30	218398_at	10884	
218399_s_at	0.4498	0.999858	CDCA4	218399_s_at	55038	
218400_at	0.90891	0.999858	OAS3	218400_at	4940	
218401_s_at	0.30198	0.999858	ZNF281	218401_s_at	23528	
218402_s_at	0.78529	0.999858	HPS4	218402_s_at	89781	
218403_at	0.55629	0.999858	TRIAP1	218403_at	51499	
218404_at	0.02924	0.800865	SNX10	218404_at	29887	
218405_at	0.78145	0.999858	ABT1	218405_at	29777	
218406_x_at	0.9461	0.999858	NENF	218406_x_at	29937	
218407_x_at	0.91496	0.999858	NENF	218407_x_at	29937	
218408_at	0.42086	0.999858	TIMM10	218408_at	26519	
218409_s_at	0.41503	0.999858	DNAJC1	218409_s_at	64215	
218410_s_at	0.63894	0.999858	PGP	218410_s_at	283871	
218411_s_at	0.52795	0.999858	MBIP	218411_s_at	51562	
218412_s_at	0.30335	0.999858	GTF2IRD1	218412_s_at	9569	
218414_s_at	0.87885	0.999858	NDE1	218414_s_at	54820	
218415_at	0.07553	0.999858	VPS33B	218415_at	26276	
218416_s_at	0.11943	0.999858	SLC48A1	218416_s_at	55652	
218417_s_at	0.43483	0.999858	SLC48A1	218417_s_at	55652	
218418_s_at	0.52121	0.999858	KANK2	218418_s_at	25959	
218419_s_at	0.59764	0.999858	TMUB2	218419_s_at	79089	
218420_s_at	0.37534	0.999858	PROSER1	218420_s_at	80209	
218421_at	0.4802	0.999858	CERK	218421_at	64781	
218422_s_at	0.49823	0.999858	RBM26	218422_s_at	64062	
218423_x_at	0.88685	0.999858	VPS54	218423_x_at	51542	
218424_s_at	0.0569	0.958376	STEAP3	218424_s_at	55240	
218425_at	0.47477	0.999858	RNF216	218425_at	54476	
218426_s_at	0.42442	0.999858	RNF216	218426_s_at	54476	
218427_at	0.84655	0.999858	SDCCAG3	218427_at	10807	
218428_s_at	0.31992	0.999858	REV1	218428_s_at	51455	
218429_s_at	0.87205	0.999858	C19orf66	218429_s_at	55337	
218431_at	0.47179	0.999858	VIPAS39	218431_at	63894	
218432_at	0.90846	0.999858	FBXO3	218432_at	26273	
218433_at	0.62221	0.999858	PANK3	218433_at	79646	
218434_s_at	0.98394	0.999858	AACS	218434_s_at	65985	
218435_at	0.45468	0.999858	DNAJC15	218435_at	29103	
218436_at	0.7712	0.999858	SIL1	218436_at	64374	
218438_s_at	0.41215	0.999858	MED28	218438_s_at	80306	
218439_s_at	0.99327	0.999858	COMMD10	218439_s_at	51397	
218440_at	0.06289	0.985542	MCCC1	218440_at	56922	
218441_s_at	0.89147	0.999858	RPAP1	218441_s_at	26015	
218442_at	0.8175	0.999858	TTC4	218442_at	7268	
218443_s_at	0.88665	0.999858	DAZAP1	218443_s_at	26528	
218444_at	0.37711	0.999858	ALG12	218444_at	79087	
218445_at	0.8326	0.999858	H2AFY2	218445_at	55506	
218446_s_at	0.92241	0.999858	TVP23B	218446_s_at	51030	
218447_at	0.78252	0.999858	CMC2	218447_at	56942	
218448_at	0.20356	0.999858	GID8	218448_at	54994	
218449_at	0.66774	0.999858	UFSP2	218449_at	55325	
218450_at	0.21401	0.999858	HEBP1	218450_at	50865	
218451_at	0.91436	0.999858	CDCP1	218451_at	64866	
218452_at	0.12479	0.999858	SMARCAL1	218452_at	50485	
218453_s_at	0.57173	0.999858	TMEM242	218453_s_at	729515	
218454_at	0.5355	0.999858	PLBD1	218454_at	79887	
218455_at	0.35928	0.999858	NFS1	218455_at	9054	
218456_at	0.0521	0.954016	CAPRIN2	218456_at	65981	
218457_s_at	0.42168	0.999858	DNMT3A	218457_s_at	1788	
218458_at	0.98442	0.999858	GMCL1	218458_at	64395	
218459_at	0.7477	0.999858	TOR3A	218459_at	64222	
218460_at	0.705	0.999858	HEATR2	218460_at	NA	
218461_at	0.11331	0.999858	GPN3	218461_at	51184	
218462_at	0.76143	0.999858	RPF1	218462_at	80135	
218463_s_at	0.22238	0.999858	MUS81	218463_s_at	80198	
218464_s_at	0.65933	0.999858	FAM222B	218464_s_at	55731	
218465_at	0.59926	0.999858	TMEM33	218465_at	55161	
218466_at	0.49056	0.999858	TBC1D17	218466_at	79735	
218467_at	0.60157	0.999858	PSMG2	218467_at	56984	
218470_at	0.21596	0.999858	YARS2	218470_at	51067	
218471_s_at	0.26654	0.999858	BBS1	218471_s_at	582	
218472_s_at	0.61078	0.999858	PELO	218472_s_at	53918	
218473_s_at	0.84651	0.999858	COLGALT1	218473_s_at	79709	
218474_s_at	0.62101	0.999858	KCTD5	218474_s_at	54442	
218475_at	0.88767	0.999858	TRMT2A	218475_at	27037	
218476_at	0.50161	0.999858	POMT1	218476_at	10585	
218477_at	0.24484	0.999858	TMEM14A	218477_at	28978	
218478_s_at	0.54838	0.999858	ZCCHC8	218478_s_at	55596	
